['ths', 'Alfa', 'n', 'ks']
[0.42954643577418733, 0.02358874370357326, 1.5126792391416637, 183.77964308616907]
;ths;Alfa;n;ks
0;0.38590799885043553;0.02681185638804089;1.443923575015276;171.23928009105003
1;0.3857423455506313;0.026771752074882974;1.4418492110120298;171.31945000634278
2;0.38590515944286474;0.026788326685245056;1.4437366927935404;171.066719120377
3;0.3856941470271361;0.026738765888170046;1.4475893816793755;171.5847239321682
4;0.3865514414771056;0.026703010936153848;1.4454452551691346;171.3794577111175
5;0.38608129639963806;0.02665911213655822;1.444648447289587;172.10884298026613
6;0.3856389590824292;0.02678999779659207;1.4434335157324987;171.38167936570915
7;0.3851595738386069;0.026717591619084984;1.4454488494429267;171.6382044530859
8;0.3866923064411211;0.026921469820245476;1.4442862655746809;171.44417012013463
9;0.3881046209796938;0.02701345996188459;1.4491895554637968;172.24005130902773
10;0.38577995234393037;0.02716632400000725;1.4471814127762197;170.54539375866912
11;0.38745214430147484;0.026819969882640078;1.4476420356354212;171.90463322143574
12;0.38852166760011975;0.027015761370101296;1.4482592489466661;172.41193174804536
13;0.38526880609785774;0.02665236414284199;1.443209255882525;172.49696581859087
14;0.38631462356210633;0.026738472388801872;1.4445039834573383;171.25156134714436
15;0.384900194594582;0.02683038849929253;1.4456285637753505;170.9685934194103
16;0.386541288949675;0.02699405829252585;1.4433244982699098;170.80904738167473
17;0.38555438538414866;0.02678157954748047;1.4425176508959636;171.0794451061765
18;0.38607212577899647;0.026753590495767324;1.4445042622780542;171.19271145858343
19;0.38460610057264;0.026770579336125054;1.4458276388917939;171.3936400881043
20;0.3853106674582905;0.026986780076682763;1.4474012151022926;171.83356619572993
21;0.3858523919054547;0.026816459239666555;1.442659546203059;171.16388734318716
22;0.38566036028040807;0.026701232125203197;1.4458062074159372;170.643384054439
23;0.38599458656559904;0.026658371740797375;1.4449924250426538;171.15828859967004
24;0.38544018526129936;0.02682766990121088;1.4436898859867138;170.6237807455647
25;0.3860191265010289;0.02685975400308412;1.4455250278939158;171.25970873954827
26;0.38684989597623826;0.026701331020788043;1.4405518190071926;171.65505791005887
27;0.3851957226640699;0.026644106521480533;1.4438837082008629;171.28528240038494
28;0.38542524980848186;0.026796344577591266;1.4447714624553665;171.2022664797766
29;0.3887049489236588;0.02697672373725661;1.4450726244678431;172.84945569321923
30;0.38580862382563846;0.02677397662895608;1.4428029279428058;171.1852182426387
31;0.3842258421316667;0.026736556917138193;1.4418652341319973;169.27842466240156
32;0.3869249800827412;0.026705952586288054;1.4434335337876576;171.23832263182408
33;0.3844865681905735;0.02678427914103291;1.4433932115349537;169.91641700798223
34;0.38277380461598287;0.026823334250967112;1.443934418904146;170.46790519980306
35;0.3855150684811848;0.026792150920661003;1.4431154003964446;170.9538252162543
36;0.38986007712023;0.026953537083954805;1.4506776259365288;172.73923016602976
37;0.3862710384232608;0.026624131259526118;1.4418360492059685;171.27809880766307
38;0.38476020695763896;0.02679484857765795;1.4412918852720278;170.71904763788248
39;0.3866381968046812;0.026827911573511512;1.4458408453123375;170.64028466908178
40;0.38776480616797065;0.02688108617793164;1.4477171007107144;170.27560123897607
41;0.3869971671706358;0.026880425801500712;1.4463475655490678;171.64116682924865
42;0.38467019929525614;0.026922239397528008;1.4408530247306763;171.95685614059263
43;0.3858187010770925;0.026733330476253345;1.4443571580955534;171.3486439417901
44;0.38558334011707374;0.02680108856869547;1.4454586987727678;171.2432227047099
45;0.38552559201668957;0.026492961615101174;1.4434299675281894;170.76322764709388
46;0.3868238021897447;0.02684528172530214;1.446793736082807;171.65276165711188
47;0.38705039832489113;0.026866367615859168;1.4456632312714994;171.10834673716826
48;0.38550517459480277;0.026782883420878912;1.4432552166556813;171.0171752889734
49;0.3862064954388088;0.02683018670596295;1.4449880913018722;171.09910723880057
50;0.385991836418545;0.0267296849238383;1.4444200110938843;171.70397415065406
51;0.385870893667421;0.026785808024274247;1.443602384039467;171.5039156471805
52;0.3857914767266806;0.026832183338923333;1.4407357548519826;171.79757892605429
53;0.38617251803382396;0.02679763683601112;1.4424850109696998;170.80821952745137
54;0.38551317965537646;0.027036672601519773;1.4475788991762029;171.13018004895972
55;0.3858985448020095;0.026763272287476856;1.445938708865272;172.28319103939887
56;0.3861406476571436;0.026863605189408966;1.4459961364175715;169.92175895610495
57;0.3853009035678675;0.026853348847133963;1.4418526013393447;170.65938724725459
58;0.3866669716850413;0.026819821948715218;1.4424965427689325;171.28107174564536
59;0.3939816603906639;0.026967739166542465;1.4556077318955596;172.72240307867932
60;0.38611723249799734;0.026814823556724286;1.4483131942112728;170.20814506131654
61;0.38542566056617056;0.026772334598516037;1.4426771803766762;171.14806697949857
62;0.3856304097676872;0.026781931027541294;1.443218330550456;169.66793721427243
63;0.3859304618036523;0.0268357534971387;1.4438484029146366;171.3421977251024
64;0.3857289416535176;0.02681928145997574;1.4441616565924362;171.39051656055926
65;0.3857579260241536;0.026801675618314556;1.442882242568454;171.06400493635508
66;0.3854996848635138;0.02682636351523971;1.4423674170592808;170.738341991348
67;0.3847291523707268;0.026875813988931734;1.4417726663362265;171.68458386587622
68;0.3873875715692511;0.026792479561056987;1.4449936984856024;172.30972465161648
69;0.38541812806205383;0.026871334091009388;1.4431123062910989;171.20250166771316
70;0.3863404208703923;0.02676224835225301;1.4446384854523515;171.34353770187016
71;0.3856700799331278;0.02681671657592747;1.444711293113109;171.08914805856404
72;0.38574484576435275;0.02674111533592509;1.4425397037091587;171.03196476609472
73;0.3862710617291851;0.02674162724328612;1.4472850731243465;171.43573481382515
74;0.38590114250269403;0.02685736094352605;1.4441551581985852;171.32888238727656
75;0.38802060563780505;0.026301287132811425;1.4479397158118719;171.29221923566666
76;0.38504199101789194;0.02673002172885941;1.4422018567491373;170.77073688249945
77;0.38574939122314483;0.026845264570548803;1.4452457953300932;170.82154533768016
78;0.38658611683036903;0.026829740402891714;1.445836742724306;170.9754422926037
79;0.3858664099731324;0.026741419132335565;1.4501777367183128;171.81320092611628
80;0.38475907652744373;0.026916328067356863;1.4430745847116822;170.5218910684136
81;0.3856155374046157;0.026825882381439375;1.4450832794265682;171.24242864415453
82;0.385632228864406;0.026758123885584607;1.444582602956712;171.25449107700408
83;0.3842790934498185;0.026850017962067898;1.4439974626910965;170.88766752775476
84;0.38916065700995245;0.02691530473635909;1.4528213521485822;169.97630397153034
85;0.38621392153653417;0.026841553851685865;1.4448814711763183;171.38526269937407
86;0.3852342202584695;0.026969065113749878;1.4480056864975535;169.9766998428526
87;0.38766088118269304;0.026548083413114976;1.4448223043133108;171.17451603424118
88;0.38833209379185263;0.02701022924137239;1.4490384794235767;172.4466422288675
89;0.3890001686610737;0.02696082539069797;1.4521208221263227;170.7800099393364
90;0.38467727018875886;0.026974838787615595;1.4432747381612145;170.67222408823574
91;0.3856522186727663;0.02680958749082446;1.4444428119810107;171.21304376869494
92;0.3856813870424281;0.026839931284871037;1.4443401067474595;171.35183591206933
93;0.38591279796418065;0.026800217101766804;1.4449060132723441;171.16109237950556
94;0.3859507271996923;0.026834059168586364;1.4440994266431797;171.2263158805208
95;0.3859256078649642;0.026963044336426222;1.443635271666412;171.25281543317047
96;0.38522895763240245;0.026759848874606248;1.442009559853423;170.94112432978562
97;0.3860761111507151;0.026715053222168442;1.4424580953960977;170.97538245562967
98;0.38855100264264186;0.026684398459988677;1.4471122551183466;171.1847218254513
99;0.3858404480204624;0.026763975156908683;1.4441288406436763;171.25947181640757
100;0.3842588970215652;0.026905857167270644;1.4427620520784668;170.417303077845
101;0.38867872886765825;0.026844520855113362;1.4482619149718052;171.72635291277913
102;0.388727145537912;0.026819261967060515;1.4478912106066701;171.93932531318515
103;0.3857946172684507;0.026712305608309533;1.4474069406627432;171.42585176040626
104;0.38724542921587446;0.026659007708990295;1.4458409143004607;171.77366054034346
105;0.3891264731078262;0.026912125419716992;1.4503111967975364;174.23152711737606
106;0.3873243306325499;0.026894206805762155;1.4462412382012646;172.88930895800195
107;0.3852941941510431;0.026679957931044905;1.4462239345189594;172.4007797992629
108;0.3861491624276369;0.02699668050045692;1.444339983555375;170.57477164264787
109;0.3916992967674911;0.027456675243482713;1.4562875187988393;172.83535023721277
110;0.3859068548506218;0.0272771724053268;1.4488667007362563;170.2382808440102
111;0.3879444081705444;0.026843950716037842;1.4487684285333753;172.1599884493368
112;0.3892030748541288;0.02704974680680726;1.4496516930361856;172.83747547514693
113;0.38630798829683755;0.02676650676833319;1.450255727023669;172.08485240093137
114;0.38698014102813677;0.026341347445057083;1.4453393836098574;171.54241834174292
115;0.38500659345916416;0.02682760328286874;1.445459786492294;170.996327267129
116;0.3873040520590401;0.02694012384373927;1.446602074325935;171.5544450052395
117;0.38555615363319073;0.026760512369927696;1.4433329154953445;171.5173199376711
118;0.3850741997969575;0.026648360262964316;1.443990711416611;169.2423591412545
119;0.38442764985401634;0.026778141211925458;1.4454164155729405;171.35034757123637
120;0.3858748614843444;0.0269009747150638;1.4453855010445262;171.29249044604552
121;0.3856392046651994;0.02680790294404138;1.4438430621812788;170.50454962783584
122;0.38561061203500424;0.02668290999284686;1.4460345617242054;170.46205389101556
123;0.3872431064941335;0.026634392174042718;1.4490039402417527;172.06016968545143
124;0.384265021896973;0.027004272773863504;1.4449115344863823;171.73648003543644
125;0.3860772201702436;0.026655363695511643;1.447910937860271;171.9956492727895
126;0.3867772561295316;0.02669885904457187;1.440081772527565;171.65386457634912
127;0.3847140536744899;0.026713017572634827;1.4439474569007924;171.73650064460304
128;0.38605998212265347;0.026778324071177893;1.4484676935535579;169.29548739484426
129;0.38707913317454307;0.026870956341309964;1.4457325059412456;171.6769777330857
130;0.3859030534808667;0.02683182196091767;1.4435431760823294;171.27993910514923
131;0.3846348418393169;0.026751743310245497;1.442254528998511;169.72920369453462
132;0.38622878755766155;0.026683426043727716;1.443339255890215;171.76740833560123
133;0.38491285265822256;0.026800265107801372;1.4439087066220877;170.20033077665892
134;0.3842727947042611;0.026844125743406243;1.4447806416026905;169.37856539484972
135;0.38556629814254373;0.026793844510305607;1.4438422456239257;170.96333704545813
136;0.39154026874585635;0.026961876043903307;1.4536253430354735;172.94618484673435
137;0.38943349498361113;0.026941526850173675;1.4485252008480916;172.14177781318568
138;0.38537250055530126;0.026805034685762674;1.4423465402156284;171.07140458031722
139;0.38660882805941654;0.026827038701418827;1.4458203722202674;170.64256933968923
140;0.3886342385532884;0.026926651775541294;1.4505739632132817;169.9847772485925
141;0.387631569934078;0.02703588838023179;1.4487786681902166;172.6922215141679
142;0.38781955346551233;0.026937628484785436;1.4458434121751935;172.21578204032917
143;0.38581731057041546;0.026695766718439276;1.4447696310298008;171.9642832208053
144;0.38631368909810887;0.026830074610584977;1.4458180344771554;171.3825230795832
145;0.38489245396813554;0.025761487896232692;1.4448509837565442;166.74233061717695
146;0.3870490305422836;0.026851566673269357;1.4474869250546476;171.76560862765857
147;0.38745488468345884;0.026936462854286965;1.4459824311582394;170.49748046021972
148;0.38497190830259526;0.026818744726311364;1.44412483014943;170.35519472606225
149;0.388782065297623;0.02679930998310915;1.4489192001160611;171.21499432897184
150;0.38646243301533995;0.02672488071456005;1.4463542501512656;171.50846789257488
151;0.38851566326811415;0.02675372685963547;1.4473324633652898;173.78350904071044
152;0.3872924802684587;0.026868163391881344;1.4450454363723653;172.89304184059674
153;0.3861294825893353;0.026795240083428498;1.442800970354056;170.86076408342868
154;0.38554175816933334;0.027062934677082432;1.448305544803366;171.11397740391988
155;0.38692480076084634;0.026869361928461392;1.4464257066779675;173.75023418461166
156;0.38596510916182486;0.026884653839765908;1.4455251125685482;169.57968022672364
157;0.385378556433651;0.026837611577365347;1.4418892651855033;170.6386999830629
158;0.3865532099468911;0.02682966061819923;1.4427885561751628;171.16892723606082
159;0.39369480537032475;0.026869073365445008;1.4552381510193473;173.43533720135878
160;0.3863936825750932;0.02687845857991692;1.4506852165140107;169.44053588044864
161;0.38627272449467037;0.026922989474692433;1.444357931573191;170.27979878555777
162;0.3865612192286578;0.026866354073007765;1.444776105455213;170.5004830149244
163;0.38585752784319993;0.026799061847252205;1.4438054531972493;171.26222390140276
164;0.3858976857727754;0.026862030965869317;1.4452732827241135;171.6805119763668
165;0.38610834981629527;0.02681001884938874;1.443161431263787;170.94136592516247
166;0.38524981265777025;0.026799045531478886;1.4420614441030393;170.6096699545303
167;0.3852476334030328;0.02679300006565053;1.4428445041581934;171.52131233895955
168;0.3873456192252653;0.02679193376237898;1.4449521919609114;172.28189751527933
169;0.3854751374354888;0.026871590537825448;1.443815302976369;171.2080455411625
170;0.3862797584179218;0.026898344203610928;1.4446321189693014;170.98216224522307
171;0.38485384437203835;0.026801999585606435;1.4431128890541762;171.6487395539978
172;0.38533948146812813;0.026623527838752273;1.441843339554418;170.55177226987274
173;0.38568995144502993;0.026676225078243715;1.4462940116575949;171.13989566798793
174;0.38640104785361046;0.026928063799174937;1.44536711103747;171.22714195955012
175;0.38899474568137576;0.026043609557085977;1.4483206533031219;171.34741966628096
176;0.38587513623274594;0.02662972980169351;1.4432056986574808;171.27174561513425
177;0.38573020797796925;0.026914362785272355;1.4472254333065229;170.39004992964453
178;0.38875443820881067;0.02693048164644034;1.4491050486289587;172.41202831375864
179;0.38649716150181207;0.026806545865629982;1.4492469040413523;171.29850433364174
180;0.38475907652744373;0.026916328067356863;1.4430745847116822;170.5218910684136
181;0.38634464939566837;0.02681810195583022;1.443396105620195;170.9543780187755
