Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e-001
    2 -1.500000e+002  1.000000e+000  1.000000e+000
    3 -3.000000e+002  3.000000e-001  1.000000e+000
  120    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -3.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -4.286696e-001 -2.995713e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -9.181353e-001 -2.990819e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -1.468397e+000 -2.985316e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -2.079456e+000 -2.979205e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -2.751310e+000 -2.972487e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -3.483960e+000 -2.965161e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -4.277407e+000 -2.957226e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -5.131650e+000 -2.948683e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -6.046690e+000 -2.939533e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -7.022525e+000 -2.929775e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -8.059156e+000 -2.919409e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -9.156585e+000 -2.908434e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.031481e+001 -2.896852e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.153383e+001 -2.884662e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.281365e+001 -2.871863e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.415426e+001 -2.858457e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.555567e+001 -2.844443e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.701787e+001 -2.829821e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.854087e+001 -2.814591e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.012467e+001 -2.798753e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.176926e+001 -2.782307e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.347465e+001 -2.765254e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.524084e+001 -2.747592e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.706782e+001 -2.729322e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.895560e+001 -2.710444e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -3.090418e+001 -2.690958e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -3.291355e+001 -2.670865e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -3.498372e+001 -2.650163e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -3.711468e+001 -2.628853e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -3.930644e+001 -2.606936e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -4.155899e+001 -2.584410e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -4.387234e+001 -2.561277e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -4.624649e+001 -2.537535e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -4.868144e+001 -2.513186e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -5.117718e+001 -2.488228e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -5.373372e+001 -2.462663e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -5.635105e+001 -2.436490e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -5.902918e+001 -2.409708e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -6.176810e+001 -2.382319e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -6.456783e+001 -2.354322e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -6.742834e+001 -2.325717e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -7.034966e+001 -2.296503e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -7.333176e+001 -2.266682e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -7.637467e+001 -2.236253e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -7.947838e+001 -2.205216e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -8.264288e+001 -2.173571e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -8.586817e+001 -2.141318e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -8.915426e+001 -2.108457e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -9.250114e+001 -2.074989e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -9.590883e+001 -2.040912e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -9.937731e+001 -2.006227e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -1.029066e+002 -1.970934e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -1.064967e+002 -1.935033e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -1.101475e+002 -1.898525e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -1.138592e+002 -1.861408e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -1.176317e+002 -1.823683e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -1.214649e+002 -1.785351e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -1.253590e+002 -1.746410e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -1.293138e+002 -1.706862e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -1.333295e+002 -1.666705e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   62 -1.374059e+002 -1.625941e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   63 -1.415431e+002 -1.584569e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   64 -1.457412e+002 -1.542588e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   65 -1.500000e+002 -1.500000e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   66 -1.542152e+002 -1.457848e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   67 -1.583754e+002 -1.416246e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   68 -1.624804e+002 -1.375196e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   69 -1.665303e+002 -1.334697e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   70 -1.705251e+002 -1.294749e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   71 -1.744648e+002 -1.255352e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   72 -1.783493e+002 -1.216507e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   73 -1.821788e+002 -1.178212e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   74 -1.859532e+002 -1.140468e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   75 -1.896724e+002 -1.103276e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   76 -1.933365e+002 -1.066635e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   77 -1.969456e+002 -1.030544e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   78 -2.004995e+002 -9.950052e+001    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   79 -2.039983e+002 -9.600171e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   80 -2.074420e+002 -9.255801e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   81 -2.108306e+002 -8.916942e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   82 -2.141641e+002 -8.583594e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   83 -2.174424e+002 -8.255757e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   84 -2.206657e+002 -7.933432e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   85 -2.238338e+002 -7.616617e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   86 -2.269469e+002 -7.305313e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   87 -2.300048e+002 -6.999519e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   88 -2.330076e+002 -6.699237e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   89 -2.359553e+002 -6.404466e+001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
