

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   196.00000 -0.412258E+02  0.442860E+02 -0.412577E+02  0.373938E+02 -0.470120E+01  -1005.759   -730.781   -568.501     196
   197.00000 -0.412140E+02  0.448649E+02 -0.412384E+02  0.378491E+02 -0.470701E+01  -2430.446  -1166.769   -566.040     197
   198.00000 -0.412140E+02  0.454304E+02 -0.412354E+02  0.381873E+02 -0.471295E+01  -3809.243  -1827.086   -562.286     198
   199.00000 -0.412081E+02  0.459919E+02 -0.412264E+02  0.384425E+02 -0.471904E+01  -7367.401  -2662.830   -558.098     199
   200.00000 -0.412026E+02  0.465273E+02 -0.412205E+02  0.386370E+02 -0.472527E+01 -11145.164  -3474.522   -554.115     200
   201.00000 -0.412026E+02  0.471002E+02 -0.412205E+02  0.388021E+02 -0.473163E+01  -9154.585  -4018.120   -550.817     201
   202.00000 -0.412026E+02  0.476340E+02 -0.412205E+02  0.389340E+02 -0.473808E+01  -9002.331  -4510.770   -548.250     202
   203.00000 -0.412026E+02  0.481502E+02 -0.412205E+02  0.390452E+02 -0.474459E+01  -8580.068  -4837.904   -546.712     203
   204.00000 -0.412026E+02  0.486352E+02 -0.412205E+02  0.391389E+02 -0.475112E+01  -8416.451  -5106.057   -545.940     204
   205.00000 -0.420126E+02  0.489759E+02 -0.420306E+02  0.393081E+02 -0.475767E+01   -343.831  -3050.497   -545.570     205
   206.00000 -0.420088E+02  0.494642E+02 -0.420269E+02  0.396575E+02 -0.476420E+01  -1106.846  -2992.337   -546.082     206
   207.00000 -0.420041E+02  0.499779E+02 -0.420212E+02  0.399617E+02 -0.477070E+01  -2630.896  -3927.364   -547.326     207
   208.00000 -0.420140E+02  0.504248E+02 -0.420309E+02  0.401553E+02 -0.477714E+01  -3676.681  -4850.295   -549.047     208
   209.00000 -0.425141E+02  0.508644E+02 -0.425309E+02  0.403440E+02 -0.478352E+01   -484.472  -4043.620   -551.212     209
   210.00000 -0.425941E+02  0.512105E+02 -0.426109E+02  0.405384E+02 -0.478981E+01   -898.331  -3789.472   -553.774     210
   211.00000 -0.465941E+02  0.512663E+02 -0.466109E+02  0.405853E+02 -0.479600E+01    -98.592   -366.299   -556.629     211
   212.00000 -0.465897E+02  0.516631E+02 -0.466067E+02  0.409821E+02 -0.480208E+01   -263.268   -290.088   -559.751     212
   213.00000 -0.465579E+02  0.520944E+02 -0.465751E+02  0.414134E+02 -0.480804E+01   -386.748   -379.676   -563.090     213
   214.00000 -0.465289E+02  0.525338E+02 -0.465462E+02  0.418527E+02 -0.481385E+01   -557.013   -492.363   -566.505     214
   215.00000 -0.474589E+02  0.526727E+02 -0.474761E+02  0.419917E+02 -0.481957E+01   -212.362   -355.003   -569.828     215
   216.00000 -0.474589E+02  0.530773E+02 -0.474772E+02  0.423963E+02 -0.482517E+01   -383.405   -412.361   -572.655     216
   217.00000 -0.474497E+02  0.535276E+02 -0.474684E+02  0.428465E+02 -0.483067E+01   -560.941   -523.054   -574.561     217
   218.00000 -0.474187E+02  0.539700E+02 -0.474373E+02  0.432890E+02 -0.483614E+01   -918.695   -693.939   -575.629     218
   219.00000 -0.476787E+02  0.543881E+02 -0.476973E+02  0.437071E+02 -0.484159E+01   -526.940   -750.702   -575.874     219
   220.00000 -0.476787E+02  0.547235E+02 -0.476968E+02  0.440425E+02 -0.484705E+01  -1014.784   -934.380   -575.237     220
   221.00000 -0.480487E+02  0.550183E+02 -0.480668E+02  0.443373E+02 -0.485254E+01   -455.094   -879.293   -574.059     221
   222.00000 -0.485087E+02  0.551777E+02 -0.485262E+02  0.444966E+02 -0.485808E+01   -351.001   -725.650   -572.605     222
   223.00000 -0.494487E+02  0.553257E+02 -0.494662E+02  0.446447E+02 -0.486368E+01   -218.968   -489.787   -571.186     223
   224.00000 -0.494687E+02  0.556015E+02 -0.494863E+02  0.449205E+02 -0.486932E+01   -408.682   -497.806   -570.024     224
   225.00000 -0.494830E+02  0.559957E+02 -0.495006E+02  0.453147E+02 -0.487500E+01   -581.435   -605.324   -569.249     225
   226.00000 -0.494830E+02  0.564336E+02 -0.495008E+02  0.457526E+02 -0.488069E+01   -890.819   -794.593   -568.958     226
   227.00000 -0.494553E+02  0.568884E+02 -0.494727E+02  0.462053E+02 -0.488639E+01  -2017.130  -1155.210   -569.089     227
   228.00000 -0.494151E+02  0.573421E+02 -0.494272E+02  0.466002E+02 -0.489207E+01 -28349.436  -2412.616   -569.534     228
   229.00000 -0.514151E+02  0.576798E+02 -0.514272E+02  0.469251E+02 -0.489773E+01   -170.305   -682.255   -570.178     229
   230.00000 -0.514355E+02  0.580369E+02 -0.514477E+02  0.472821E+02 -0.490337E+01   -419.904   -596.657   -571.049     230
   231.00000 -0.514206E+02  0.583652E+02 -0.514325E+02  0.476104E+02 -0.490897E+01   -631.989   -695.415   -572.131     231
   232.00000 -0.532605E+02  0.584684E+02 -0.532725E+02  0.477136E+02 -0.491452E+01   -150.118   -344.901   -573.373     232
   233.00000 -0.532605E+02  0.587922E+02 -0.532731E+02  0.480374E+02 -0.492003E+01   -311.799   -355.009   -574.826     233
   234.00000 -0.555106E+02  0.591738E+02 -0.555231E+02  0.484190E+02 -0.492548E+01   -122.825   -195.507   -576.469     234
   235.00000 -0.566505E+02  0.593618E+02 -0.566631E+02  0.486070E+02 -0.493087E+01   -138.889   -172.399   -578.279     235
   236.00000 -0.566234E+02  0.597080E+02 -0.566369E+02  0.489533E+02 -0.493619E+01   -230.951   -226.960   -580.009     236
   237.00000 -0.566229E+02  0.600207E+02 -0.566361E+02  0.492660E+02 -0.494151E+01   -285.501   -274.345   -579.171     237
   238.00000 -0.566136E+02  0.604115E+02 -0.566278E+02  0.496568E+02 -0.494701E+01   -354.123   -326.666   -572.051     238
   239.00000 -0.565966E+02  0.607825E+02 -0.566103E+02  0.500277E+02 -0.495321E+01   -446.007   -391.340   -555.954     239
   240.00000 -0.567266E+02  0.610231E+02 -0.567402E+02  0.502683E+02 -0.495977E+01   -394.385   -406.124   -536.060     240
   241.00000 -0.579066E+02  0.610854E+02 -0.579202E+02  0.503306E+02 -0.496712E+01   -172.406   -260.477   -513.275     241
   242.00000 -0.585966E+02  0.611202E+02 -0.586102E+02  0.503654E+02 -0.497527E+01   -175.677   -218.795   -492.437     242
   243.00000 -0.585966E+02  0.612403E+02 -0.586107E+02  0.504855E+02 -0.498432E+01   -245.891   -248.594   -477.764     243
   244.00000 -0.586584E+02  0.615099E+02 -0.586726E+02  0.507552E+02 -0.499460E+01   -286.942   -285.895   -463.748     244
   245.00000 -0.586353E+02  0.617701E+02 -0.586494E+02  0.510153E+02 -0.500646E+01   -354.999   -329.021   -448.092     245
   246.00000 -0.587052E+02  0.620840E+02 -0.587194E+02  0.513292E+02 -0.501974E+01   -374.839   -366.188   -431.483     246
   247.00000 -0.609652E+02  0.621715E+02 -0.609793E+02  0.514168E+02 -0.503454E+01   -117.515   -172.460   -415.699     247
   248.00000 -0.610652E+02  0.623228E+02 -0.610793E+02  0.515680E+02 -0.505077E+01   -199.686   -204.874   -402.523     248
   249.00000 -0.615152E+02  0.623809E+02 -0.615293E+02  0.516261E+02 -0.506822E+01   -180.276   -199.386   -389.517     249
   250.00000 -0.642653E+02  0.624351E+02 -0.642793E+02  0.516803E+02 -0.508768E+01    -92.240   -112.566   -374.388     250
   251.00000 -0.642498E+02  0.626715E+02 -0.642647E+02  0.519167E+02 -0.511301E+01   -166.771   -158.294   -343.820     251
   252.00000 -0.642498E+02  0.629119E+02 -0.642647E+02  0.521571E+02 -0.515287E+01   -199.929   -188.206   -292.367     252
   253.00000 -0.642324E+02  0.631514E+02 -0.642472E+02  0.523966E+02 -0.522053E+01   -230.998   -214.824   -254.780     253
   254.00000 -0.643002E+02  0.634477E+02 -0.643151E+02  0.526929E+02 -0.530476E+01   -248.598   -236.580   -234.352     254
   255.00000 -0.643002E+02  0.636987E+02 -0.643148E+02  0.529439E+02 -0.540824E+01   -284.471   -261.896   -226.885     255
   256.00000 -0.642353E+02  0.639708E+02 -0.642501E+02  0.532160E+02 -0.551739E+01   -338.309   -293.870   -225.410     256
   257.00000 -0.641674E+02  0.642349E+02 -0.641820E+02  0.534801E+02 -0.562525E+01   -394.035   -328.611   -226.677     257
   258.00000 -0.641674E+02  0.644151E+02 -0.641799E+02  0.536603E+02 -0.572615E+01   -411.700   -353.842   -230.040     258
   259.00000 -0.641044E+02  0.646847E+02 -0.641192E+02  0.539299E+02 -0.581963E+01   -470.956   -380.264   -234.434     259
   260.00000 -0.640814E+02  0.648981E+02 -0.640948E+02  0.541433E+02 -0.590457E+01   -519.516   -417.171   -239.465     260
   261.00000 -0.681615E+02  0.649144E+02 -0.681748E+02  0.541596E+02 -0.598549E+01    -82.406   -111.143   -245.909     261
   262.00000 -0.681122E+02  0.651224E+02 -0.681260E+02  0.543676E+02 -0.606221E+01   -170.822   -162.333   -247.575     262
   263.00000 -0.680390E+02  0.653450E+02 -0.680529E+02  0.545903E+02 -0.614947E+01   -211.711   -194.845   -233.494     263
   264.00000 -0.679673E+02  0.655609E+02 -0.679812E+02  0.548062E+02 -0.626289E+01   -244.996   -222.320   -220.354     264
   265.00000 -0.678924E+02  0.657726E+02 -0.679062E+02  0.550179E+02 -0.639002E+01   -279.477   -248.406   -213.934     265
   266.00000 -0.678264E+02  0.659735E+02 -0.678400E+02  0.552187E+02 -0.652022E+01   -309.991   -271.996   -213.681     266
   267.00000 -0.677732E+02  0.661880E+02 -0.677871E+02  0.554333E+02 -0.664641E+01   -338.426   -294.139   -215.609     267
   268.00000 -0.677296E+02  0.663640E+02 -0.677426E+02  0.556092E+02 -0.676623E+01   -369.011   -317.787   -219.263     268
   269.00000 -0.677296E+02  0.664655E+02 -0.677407E+02  0.557108E+02 -0.687811E+01   -372.428   -330.417   -223.679     269
   270.00000 -0.695796E+02  0.666073E+02 -0.695907E+02  0.558525E+02 -0.698559E+01   -129.191   -178.157   -228.606     270
   271.00000 -0.725628E+02  0.667973E+02 -0.725739E+02  0.560425E+02 -0.708480E+01    -87.868   -104.984   -232.805     271
   272.00000 -0.725428E+02  0.669862E+02 -0.725539E+02  0.562314E+02 -0.719187E+01   -156.544   -147.646   -219.193     272
   273.00000 -0.724585E+02  0.671799E+02 -0.724697E+02  0.564251E+02 -0.734152E+01   -193.607   -177.695   -194.134     273
   274.00000 -0.723862E+02  0.673666E+02 -0.723973E+02  0.566118E+02 -0.753511E+01   -221.299   -200.841   -183.870     274
   275.00000 -0.723166E+02  0.675391E+02 -0.723275E+02  0.567844E+02 -0.774491E+01   -245.013   -220.701   -181.581     275
   276.00000 -0.722726E+02  0.677123E+02 -0.722835E+02  0.569576E+02 -0.794428E+01   -262.561   -236.550   -184.049     276
   277.00000 -0.722726E+02  0.677767E+02 -0.722807E+02  0.570219E+02 -0.812773E+01   -271.735   -248.730   -187.709     277
   278.00000 -0.726321E+02  0.679183E+02 -0.726403E+02  0.571635E+02 -0.830122E+01   -214.006   -227.535   -192.428     278
   279.00000 -0.727121E+02  0.679441E+02 -0.727203E+02  0.571893E+02 -0.846064E+01   -231.623   -227.855   -198.268     279
   280.00000 -0.726777E+02  0.680758E+02 -0.726865E+02  0.573210E+02 -0.861044E+01   -262.683   -243.682   -202.937     280
   281.00000 -0.725877E+02  0.682175E+02 -0.725966E+02  0.574627E+02 -0.875228E+01   -300.013   -265.994   -207.084     281
   282.00000 -0.725216E+02  0.683506E+02 -0.725304E+02  0.575959E+02 -0.888714E+01   -323.024   -284.134   -211.366     282
   283.00000 -0.725087E+02  0.684569E+02 -0.725168E+02  0.577021E+02 -0.901212E+01   -326.858   -294.942   -216.030     283
   284.00000 -0.724712E+02  0.685809E+02 -0.724798E+02  0.578261E+02 -0.912884E+01   -344.077   -306.674   -220.929     284
   285.00000 -0.724168E+02  0.686994E+02 -0.724252E+02  0.579446E+02 -0.923705E+01   -370.158   -323.343   -225.911     285
   286.00000 -0.724035E+02  0.688150E+02 -0.724119E+02  0.580602E+02 -0.933668E+01   -371.223   -332.100   -230.946     286
   287.00000 -0.723183E+02  0.689314E+02 -0.723267E+02  0.581766E+02 -0.942766E+01   -425.357   -354.446   -236.000     287
   288.00000 -0.722382E+02  0.690402E+02 -0.722464E+02  0.582854E+02 -0.950990E+01   -463.932   -376.108   -241.169     288
   289.00000 -0.721538E+02  0.691486E+02 -0.721620E+02  0.583938E+02 -0.958712E+01   -509.294   -398.525   -247.599     289
   290.00000 -0.720822E+02  0.692557E+02 -0.720904E+02  0.585009E+02 -0.966007E+01   -542.957   -419.352   -253.749     290
   291.00000 -0.729122E+02  0.692964E+02 -0.729203E+02  0.585417E+02 -0.973078E+01   -206.949   -288.006   -259.899     291
   292.00000 -0.729322E+02  0.694144E+02 -0.729404E+02  0.586596E+02 -0.979744E+01   -297.432   -299.286   -265.782     292
   293.00000 -0.730422E+02  0.694697E+02 -0.730503E+02  0.587150E+02 -0.986041E+01   -287.204   -297.552   -271.029     293
   294.00000 -0.730922E+02  0.695296E+02 -0.731003E+02  0.587749E+02 -0.992028E+01   -301.954   -302.301   -275.241     294
   295.00000 -0.742422E+02  0.695423E+02 -0.742503E+02  0.587876E+02 -0.997774E+01   -156.171   -207.256   -278.491     295
   296.00000 -0.752422E+02  0.695693E+02 -0.752504E+02  0.588145E+02 -0.100334E+02   -143.038   -170.671   -280.465     296
   297.00000 -0.756621E+02  0.695792E+02 -0.756704E+02  0.588245E+02 -0.100889E+02   -164.359   -174.918   -278.780     297
   298.00000 -0.756397E+02  0.696455E+02 -0.756484E+02  0.588908E+02 -0.101493E+02   -207.354   -199.276   -268.936     298
   299.00000 -0.757998E+02  0.696689E+02 -0.758083E+02  0.589142E+02 -0.102173E+02   -202.344   -204.113   -255.428     299
   300.00000 -0.757998E+02  0.697009E+02 -0.758084E+02  0.589461E+02 -0.102946E+02   -227.504   -218.497   -243.744     300
   301.00000 -0.769098E+02  0.697339E+02 -0.769184E+02  0.589792E+02 -0.103801E+02   -139.715   -164.848   -236.377     301
   302.00000 -0.768696E+02  0.698128E+02 -0.768785E+02  0.590581E+02 -0.104774E+02   -200.478   -191.179   -229.705     302
   303.00000 -0.769796E+02  0.698659E+02 -0.769885E+02  0.591111E+02 -0.105866E+02   -203.731   -200.846   -222.060     303
   304.00000 -0.769688E+02  0.699454E+02 -0.769779E+02  0.591906E+02 -0.107083E+02   -229.011   -217.003   -216.364     304
   305.00000 -0.768951E+02  0.700184E+02 -0.769041E+02  0.592637E+02 -0.108367E+02   -255.067   -233.888   -213.812     305
   306.00000 -0.768395E+02  0.700849E+02 -0.768485E+02  0.593301E+02 -0.109665E+02   -271.112   -247.767   -213.427     306
   307.00000 -0.768025E+02  0.701466E+02 -0.768114E+02  0.593918E+02 -0.110934E+02   -280.882   -258.031   -215.133     307
   308.00000 -0.768025E+02  0.701832E+02 -0.768107E+02  0.594284E+02 -0.112159E+02   -282.070   -263.899   -217.620     308
   309.00000 -0.767328E+02  0.702419E+02 -0.767416E+02  0.594871E+02 -0.113329E+02   -303.160   -274.755   -220.675     309
   310.00000 -0.767227E+02  0.702959E+02 -0.767314E+02  0.595411E+02 -0.114441E+02   -301.573   -280.151   -224.175     310
   311.00000 -0.766875E+02  0.703558E+02 -0.766963E+02  0.596010E+02 -0.115491E+02   -315.498   -289.037   -227.795     311
   312.00000 -0.766573E+02  0.704176E+02 -0.766661E+02  0.596628E+02 -0.116477E+02   -324.344   -296.892   -231.555     312
   313.00000 -0.771673E+02  0.704370E+02 -0.771761E+02  0.596822E+02 -0.117426E+02   -210.388   -245.475   -235.351     313
   314.00000 -0.771673E+02  0.705262E+02 -0.771765E+02  0.597714E+02 -0.118308E+02   -266.977   -259.738   -238.990     314
   315.00000 -0.772491E+02  0.705992E+02 -0.772584E+02  0.598444E+02 -0.119136E+02   -265.394   -264.106   -242.015     315
   316.00000 -0.772491E+02  0.706948E+02 -0.772585E+02  0.599401E+02 -0.119932E+02   -290.864   -277.189   -244.697     316
   317.00000 -0.772069E+02  0.707473E+02 -0.772159E+02  0.599925E+02 -0.120710E+02   -313.876   -289.954   -247.019     317
   318.00000 -0.771945E+02  0.707835E+02 -0.772033E+02  0.600287E+02 -0.121472E+02   -317.473   -296.744   -249.470     318
   319.00000 -0.771945E+02  0.708215E+02 -0.772033E+02  0.600667E+02 -0.122213E+02   -318.686   -300.740   -252.214     319
   320.00000 -0.771846E+02  0.708780E+02 -0.771939E+02  0.601232E+02 -0.122934E+02   -326.584   -306.622   -255.112     320
   321.00000 -0.771846E+02  0.709194E+02 -0.771935E+02  0.601646E+02 -0.123635E+02   -332.133   -312.983   -258.143     321
   322.00000 -0.782146E+02  0.709286E+02 -0.782235E+02  0.601738E+02 -0.124324E+02   -165.707   -217.172   -261.215     322
   323.00000 -0.782246E+02  0.709577E+02 -0.782335E+02  0.602029E+02 -0.124993E+02   -234.905   -233.596   -263.945     323
   324.00000 -0.782246E+02  0.709811E+02 -0.782335E+02  0.602263E+02 -0.125651E+02   -254.371   -247.102   -264.560     324
   325.00000 -0.782246E+02  0.710084E+02 -0.782335E+02  0.602536E+02 -0.126315E+02   -267.990   -258.309   -263.428     325
   326.00000 -0.782246E+02  0.710697E+02 -0.782339E+02  0.603149E+02 -0.126987E+02   -280.993   -269.107   -262.046     326
   327.00000 -0.782246E+02  0.711280E+02 -0.782339E+02  0.603732E+02 -0.127668E+02   -292.144   -278.738   -261.346     327
   328.00000 -0.782237E+02  0.711754E+02 -0.782328E+02  0.604206E+02 -0.128349E+02   -302.103   -287.369   -261.335     328
   329.00000 -0.792537E+02  0.712001E+02 -0.792628E+02  0.604453E+02 -0.129028E+02   -160.819   -204.796   -261.667     329
   330.00000 -0.792537E+02  0.712734E+02 -0.792631E+02  0.605186E+02 -0.129703E+02   -229.356   -226.140   -261.953     330
   331.00000 -0.792487E+02  0.713197E+02 -0.792578E+02  0.605649E+02 -0.130386E+02   -249.486   -240.697   -260.281     331
   332.00000 -0.792083E+02  0.713361E+02 -0.792171E+02  0.605813E+02 -0.131085E+02   -271.372   -255.694   -257.853     332
   333.00000 -0.792083E+02  0.713532E+02 -0.792171E+02  0.605984E+02 -0.131801E+02   -274.733   -262.493   -256.018     333
   334.00000 -0.791972E+02  0.713766E+02 -0.792061E+02  0.606218E+02 -0.132524E+02   -284.241   -270.223   -255.030     334
   335.00000 -0.791590E+02  0.713996E+02 -0.791679E+02  0.606448E+02 -0.133247E+02   -299.078   -279.823   -254.904     335
   336.00000 -0.791327E+02  0.714240E+02 -0.791416E+02  0.606692E+02 -0.133966E+02   -305.950   -286.664   -255.528     336
   337.00000 -0.795827E+02  0.714401E+02 -0.795917E+02  0.606853E+02 -0.134681E+02   -213.779   -245.755   -256.489     337
   338.00000 -0.795572E+02  0.714632E+02 -0.795662E+02  0.607084E+02 -0.135388E+02   -267.959   -259.509   -257.816     338
   339.00000 -0.795373E+02  0.714883E+02 -0.795463E+02  0.607335E+02 -0.136086E+02   -283.822   -270.788   -258.688     339
   340.00000 -0.794796E+02  0.715015E+02 -0.794884E+02  0.607467E+02 -0.136779E+02   -305.235   -283.050   -259.349     340
   341.00000 -0.798496E+02  0.715180E+02 -0.798584E+02  0.607631E+02 -0.137470E+02   -222.796   -250.302   -260.044     341
   342.00000 -0.818172E+02  0.715471E+02 -0.818260E+02  0.607923E+02 -0.138155E+02   -114.146   -146.312   -260.844     342
   343.00000 -0.821309E+02  0.715711E+02 -0.821398E+02  0.608163E+02 -0.138842E+02   -159.475   -164.405   -258.406     343
   344.00000 -0.824409E+02  0.715960E+02 -0.824498E+02  0.608412E+02 -0.139595E+02   -167.376   -171.322   -245.285     344
   345.00000 -0.824113E+02  0.716160E+02 -0.824201E+02  0.608612E+02 -0.140539E+02   -198.076   -189.035   -231.374     345
   346.00000 -0.835313E+02  0.716253E+02 -0.835402E+02  0.608705E+02 -0.141651E+02   -131.709   -149.402   -219.178     346
   347.00000 -0.835439E+02  0.716624E+02 -0.835527E+02  0.609076E+02 -0.142953E+02   -181.822   -174.160   -208.169     347
   348.00000 -0.835439E+02  0.716777E+02 -0.835526E+02  0.609229E+02 -0.144461E+02   -197.987   -187.880   -197.904     348
   349.00000 -0.837839E+02  0.717097E+02 -0.837925E+02  0.609549E+02 -0.146091E+02   -184.204   -185.642   -191.561     349
   350.00000 -0.839835E+02  0.717349E+02 -0.839922E+02  0.609801E+02 -0.147830E+02   -186.211   -186.451   -189.118     350
   351.00000 -0.840235E+02  0.717452E+02 -0.840322E+02  0.609904E+02 -0.149637E+02   -203.314   -195.358   -188.074     351
   352.00000 -0.840059E+02  0.717604E+02 -0.840146E+02  0.610056E+02 -0.151464E+02   -218.788   -206.085   -188.056     352
   353.00000 -0.839758E+02  0.717689E+02 -0.839845E+02  0.610141E+02 -0.153251E+02   -229.471   -214.872   -189.210     353
   354.00000 -0.839758E+02  0.717828E+02 -0.839846E+02  0.610280E+02 -0.154965E+02   -233.333   -220.463   -191.169     354
   355.00000 -0.839758E+02  0.717944E+02 -0.839845E+02  0.610396E+02 -0.156588E+02   -238.174   -225.376   -194.297     355
   356.00000 -0.839758E+02  0.718054E+02 -0.839845E+02  0.610505E+02 -0.158152E+02   -242.728   -229.906   -197.641     356
   357.00000 -0.839758E+02  0.718183E+02 -0.839845E+02  0.610635E+02 -0.159658E+02   -247.141   -234.182   -201.090     357
   358.00000 -0.839758E+02  0.718330E+02 -0.839846E+02  0.610782E+02 -0.161103E+02   -251.698   -238.506   -204.541     358
   359.00000 -0.839683E+02  0.718479E+02 -0.839770E+02  0.610931E+02 -0.162491E+02   -257.807   -243.499   -207.976     359
   360.00000 -0.839659E+02  0.718686E+02 -0.839748E+02  0.611138E+02 -0.163820E+02   -261.681   -247.677   -211.372     360
   361.00000 -0.839659E+02  0.718793E+02 -0.839746E+02  0.611245E+02 -0.165093E+02   -266.173   -252.183   -214.723     361
   362.00000 -0.839659E+02  0.718949E+02 -0.839747E+02  0.611401E+02 -0.166309E+02   -269.215   -255.482   -218.009     362
   363.00000 -0.839659E+02  0.719083E+02 -0.839746E+02  0.611536E+02 -0.167471E+02   -273.257   -259.422   -221.223     363
   364.00000 -0.839659E+02  0.719201E+02 -0.839746E+02  0.611653E+02 -0.168579E+02   -276.638   -262.851   -224.356     364
   365.00000 -0.839547E+02  0.719406E+02 -0.839636E+02  0.611858E+02 -0.169636E+02   -282.699   -267.326   -227.414     365
   366.00000 -0.839263E+02  0.719604E+02 -0.839351E+02  0.612056E+02 -0.170641E+02   -292.713   -273.967   -230.423     366
   367.00000 -0.839188E+02  0.719821E+02 -0.839277E+02  0.612273E+02 -0.171595E+02   -293.837   -277.434   -233.395     367
   368.00000 -0.839188E+02  0.720068E+02 -0.839278E+02  0.612520E+02 -0.172500E+02   -296.309   -280.998   -236.338     368
   369.00000 -0.839188E+02  0.720231E+02 -0.839276E+02  0.612683E+02 -0.173354E+02   -299.575   -284.498   -239.258     369
   370.00000 -0.839188E+02  0.720340E+02 -0.839275E+02  0.612792E+02 -0.174161E+02   -301.854   -287.117   -242.252     370
   371.00000 -0.839111E+02  0.720545E+02 -0.839200E+02  0.612997E+02 -0.174944E+02   -306.113   -290.273   -245.839     371
   372.00000 -0.839104E+02  0.720753E+02 -0.839192E+02  0.613205E+02 -0.175704E+02   -308.592   -293.479   -249.126     372
   373.00000 -0.838485E+02  0.720872E+02 -0.838572E+02  0.613324E+02 -0.176443E+02   -333.466   -304.268   -252.382     373
   374.00000 -0.838245E+02  0.721012E+02 -0.838332E+02  0.613464E+02 -0.177160E+02   -331.484   -307.861   -255.552     374
   375.00000 -0.838191E+02  0.721205E+02 -0.838279E+02  0.613657E+02 -0.177858E+02   -329.780   -310.387   -258.698     375
   376.00000 -0.838161E+02  0.721410E+02 -0.838250E+02  0.613862E+02 -0.178534E+02   -331.000   -313.131   -261.802     376
   377.00000 -0.838150E+02  0.721912E+02 -0.838246E+02  0.614364E+02 -0.179190E+02   -332.852   -315.857   -264.861     377
   378.00000 -0.839650E+02  0.722036E+02 -0.839746E+02  0.614488E+02 -0.179835E+02   -284.123   -298.116   -267.894     378
   379.00000 -0.839511E+02  0.722327E+02 -0.839608E+02  0.614780E+02 -0.180458E+02   -317.932   -305.557   -270.808     379
   380.00000 -0.839511E+02  0.722327E+02 -0.839606E+02  0.614780E+02 -0.181060E+02   -321.612   -309.072   -273.482     380
   381.00000 -0.839511E+02  0.722556E+02 -0.839608E+02  0.615008E+02 -0.181647E+02   -326.601   -313.062   -275.944     381
   382.00000 -0.841011E+02  0.722729E+02 -0.841108E+02  0.615181E+02 -0.182221E+02   -282.915   -297.881   -278.244     382
   383.00000 -0.841002E+02  0.723031E+02 -0.841100E+02  0.615483E+02 -0.182779E+02   -313.094   -304.650   -280.363     383
   384.00000 -0.840952E+02  0.723342E+02 -0.841051E+02  0.615794E+02 -0.183322E+02   -326.201   -312.710   -282.287     384
   385.00000 -0.840229E+02  0.723693E+02 -0.840328E+02  0.616145E+02 -0.183853E+02   -364.768   -329.806   -284.079     385
   386.00000 -0.839807E+02  0.724041E+02 -0.839906E+02  0.616493E+02 -0.184370E+02   -373.602   -340.089   -285.865     386
   387.00000 -0.839807E+02  0.724343E+02 -0.839905E+02  0.616796E+02 -0.184875E+02   -366.417   -343.911   -287.744     387
   388.00000 -0.839624E+02  0.724989E+02 -0.839730E+02  0.617441E+02 -0.185366E+02   -376.743   -350.524   -289.762     388
   389.00000 -0.838936E+02  0.725240E+02 -0.839032E+02  0.617692E+02 -0.185842E+02   -420.152   -369.121   -291.925     389
   390.00000 -0.838838E+02  0.725631E+02 -0.838937E+02  0.618083E+02 -0.186303E+02   -403.129   -370.710   -294.274     390
   391.00000 -0.838245E+02  0.725999E+02 -0.838344E+02  0.618451E+02 -0.186748E+02   -439.057   -385.080   -296.792     391
   392.00000 -0.838245E+02  0.726602E+02 -0.838350E+02  0.619054E+02 -0.187174E+02   -417.223   -385.487   -299.483     392
   393.00000 -0.838245E+02  0.727282E+02 -0.838352E+02  0.619734E+02 -0.187582E+02   -424.182   -393.205   -302.289     393
   394.00000 -0.837677E+02  0.727686E+02 -0.837777E+02  0.620139E+02 -0.187969E+02   -474.845   -412.630   -305.354     394
   395.00000 -0.837455E+02  0.728056E+02 -0.837554E+02  0.620508E+02 -0.188347E+02   -469.730   -418.668   -309.288     395
   396.00000 -0.837399E+02  0.728535E+02 -0.837501E+02  0.620987E+02 -0.188714E+02   -460.998   -420.891   -313.100     396
   397.00000 -0.837399E+02  0.728988E+02 -0.837500E+02  0.621440E+02 -0.189072E+02   -460.236   -425.180   -316.896     397
   398.00000 -0.842999E+02  0.729141E+02 -0.843100E+02  0.621593E+02 -0.189425E+02   -244.187   -330.980   -320.667     398
   399.00000 -0.843099E+02  0.729648E+02 -0.843200E+02  0.622100E+02 -0.189768E+02   -331.110   -339.069   -324.388     399
   400.00000 -0.843035E+02  0.730070E+02 -0.843135E+02  0.622522E+02 -0.190101E+02   -359.957   -352.349   -327.842     400
   401.00000 -0.848435E+02  0.730470E+02 -0.848535E+02  0.622922E+02 -0.190427E+02   -226.411   -290.998   -330.853     401
   402.00000 -0.848265E+02  0.730908E+02 -0.848366E+02  0.623361E+02 -0.190746E+02   -303.559   -305.497   -333.181     402
   403.00000 -0.848133E+02  0.731928E+02 -0.848239E+02  0.624380E+02 -0.191059E+02   -338.264   -327.905   -334.558     403
   404.00000 -0.847870E+02  0.732653E+02 -0.847972E+02  0.625105E+02 -0.191371E+02   -369.891   -348.405   -335.219     404
   405.00000 -0.847094E+02  0.733154E+02 -0.847190E+02  0.625606E+02 -0.191682E+02   -424.242   -373.538   -335.418     405
