

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   614.00000 -0.142787E+03  0.131093E+03 -0.142800E+03  0.113416E+03 -0.254937E+02   -632.306   -485.206   -233.132     614
   615.00000 -0.142787E+03  0.131437E+03 -0.142800E+03  0.113760E+03 -0.255775E+02   -762.580   -552.428   -240.208     615
   616.00000 -0.143017E+03  0.131713E+03 -0.143030E+03  0.114036E+03 -0.256564E+02   -466.660   -513.106   -248.977     616
   617.00000 -0.143844E+03  0.131993E+03 -0.143857E+03  0.114315E+03 -0.257294E+02   -237.597   -373.388   -257.393     617
   618.00000 -0.143805E+03  0.132311E+03 -0.143818E+03  0.114634E+03 -0.257966E+02   -439.224   -416.857   -265.333     618
   619.00000 -0.143754E+03  0.132595E+03 -0.143767E+03  0.114918E+03 -0.258581E+02   -595.154   -483.166   -272.660     619
   620.00000 -0.143721E+03  0.132907E+03 -0.143734E+03  0.115229E+03 -0.259151E+02   -762.658   -560.698   -279.519     620
   621.00000 -0.148581E+03  0.133175E+03 -0.148594E+03  0.115498E+03 -0.259687E+02    -77.846   -110.978   -285.996     621
   622.00000 -0.148711E+03  0.133248E+03 -0.148724E+03  0.115571E+03 -0.260183E+02   -155.829   -154.907   -290.781     622
   623.00000 -0.149101E+03  0.133300E+03 -0.149114E+03  0.115622E+03 -0.260694E+02   -158.737   -164.109   -280.355     623
   624.00000 -0.149741E+03  0.133402E+03 -0.149754E+03  0.115725E+03 -0.261344E+02   -147.915   -158.719   -253.850     624
   625.00000 -0.149741E+03  0.133471E+03 -0.149754E+03  0.115794E+03 -0.262222E+02   -190.861   -182.265   -230.996     625
   626.00000 -0.149709E+03  0.133685E+03 -0.149723E+03  0.116007E+03 -0.263423E+02   -221.208   -205.591   -216.668     626
   627.00000 -0.149652E+03  0.133885E+03 -0.149666E+03  0.116208E+03 -0.264773E+02   -252.304   -229.591   -209.112     627
   628.00000 -0.149608E+03  0.134076E+03 -0.149621E+03  0.116399E+03 -0.266173E+02   -277.983   -250.635   -208.098     628
   629.00000 -0.149608E+03  0.134204E+03 -0.149620E+03  0.116527E+03 -0.267540E+02   -290.274   -265.909   -209.492     629
   630.00000 -0.149608E+03  0.134338E+03 -0.149620E+03  0.116661E+03 -0.268853E+02   -298.815   -275.380   -212.606     630
   631.00000 -0.149836E+03  0.134468E+03 -0.149848E+03  0.116791E+03 -0.270128E+02   -251.468   -261.812   -216.288     631
   632.00000 -0.149840E+03  0.134611E+03 -0.149852E+03  0.116933E+03 -0.271332E+02   -293.226   -276.511   -220.658     632
   633.00000 -0.149815E+03  0.134797E+03 -0.149828E+03  0.117120E+03 -0.272453E+02   -326.531   -296.668   -224.998     633
   634.00000 -0.151455E+03  0.134860E+03 -0.151468E+03  0.117182E+03 -0.273511E+02   -131.814   -174.132   -229.261     634
   635.00000 -0.151465E+03  0.134947E+03 -0.151478E+03  0.117270E+03 -0.274501E+02   -205.465   -201.102   -232.489     635
   636.00000 -0.151465E+03  0.135029E+03 -0.151478E+03  0.117352E+03 -0.275475E+02   -230.046   -220.374   -231.698     636
   637.00000 -0.151461E+03  0.135157E+03 -0.151474E+03  0.117480E+03 -0.276491E+02   -249.761   -236.331   -229.315     637
   638.00000 -0.151392E+03  0.135335E+03 -0.151406E+03  0.117658E+03 -0.277538E+02   -288.254   -260.667   -227.751     638
   639.00000 -0.151337E+03  0.135519E+03 -0.151351E+03  0.117841E+03 -0.278583E+02   -317.033   -282.528   -228.274     639
   640.00000 -0.151337E+03  0.135706E+03 -0.151351E+03  0.118028E+03 -0.279598E+02   -328.957   -298.936   -229.982     640
   641.00000 -0.151310E+03  0.135848E+03 -0.151322E+03  0.118171E+03 -0.280563E+02   -361.415   -320.776   -232.798     641
   642.00000 -0.154160E+03  0.135867E+03 -0.154172E+03  0.118190E+03 -0.281500E+02    -99.055   -131.667   -235.999     642
   643.00000 -0.154740E+03  0.135964E+03 -0.154752E+03  0.118287E+03 -0.282390E+02   -140.471   -147.395   -236.931     643
   644.00000 -0.154681E+03  0.136130E+03 -0.154694E+03  0.118452E+03 -0.283396E+02   -192.456   -180.416   -225.031     644
   645.00000 -0.154627E+03  0.136271E+03 -0.154640E+03  0.118594E+03 -0.284683E+02   -219.645   -202.719   -211.779     645
   646.00000 -0.154606E+03  0.136428E+03 -0.154619E+03  0.118750E+03 -0.286112E+02   -237.782   -220.623   -204.498     646
   647.00000 -0.154526E+03  0.136573E+03 -0.154538E+03  0.118895E+03 -0.287590E+02   -268.864   -241.370   -203.557     647
   648.00000 -0.154451E+03  0.136717E+03 -0.154463E+03  0.119039E+03 -0.289034E+02   -292.819   -259.915   -205.033     648
   649.00000 -0.154537E+03  0.136870E+03 -0.154550E+03  0.119193E+03 -0.290450E+02   -272.874   -263.037   -207.704     649
   650.00000 -0.154452E+03  0.137007E+03 -0.154464E+03  0.119330E+03 -0.291795E+02   -323.928   -284.289   -211.888     650
   651.00000 -0.154360E+03  0.137138E+03 -0.154373E+03  0.119460E+03 -0.293054E+02   -358.984   -305.675   -216.626     651
   652.00000 -0.154292E+03  0.137275E+03 -0.154305E+03  0.119598E+03 -0.294231E+02   -381.117   -324.113   -221.624     652
   653.00000 -0.154215E+03  0.137396E+03 -0.154228E+03  0.119719E+03 -0.295297E+02   -416.038   -344.758   -226.863     653
   654.00000 -0.154167E+03  0.137516E+03 -0.154179E+03  0.119839E+03 -0.296272E+02   -427.660   -359.090   -232.171     654
   655.00000 -0.154134E+03  0.137664E+03 -0.154147E+03  0.119987E+03 -0.297155E+02   -437.432   -371.690   -237.567     655
   656.00000 -0.154534E+03  0.137726E+03 -0.154547E+03  0.120049E+03 -0.297987E+02   -262.978   -309.636   -243.644     656
   657.00000 -0.154489E+03  0.137844E+03 -0.154502E+03  0.120167E+03 -0.298755E+02   -351.832   -327.740   -250.317     657
   658.00000 -0.154424E+03  0.137930E+03 -0.154436E+03  0.120252E+03 -0.299477E+02   -394.259   -347.989   -256.152     658
   659.00000 -0.154331E+03  0.138023E+03 -0.154344E+03  0.120346E+03 -0.300164E+02   -450.441   -373.023   -261.459     659
   660.00000 -0.154255E+03  0.138113E+03 -0.154268E+03  0.120436E+03 -0.300811E+02   -484.333   -394.540   -266.366     660
   661.00000 -0.154177E+03  0.138209E+03 -0.154190E+03  0.120532E+03 -0.301425E+02   -528.219   -416.903   -271.126     661
   662.00000 -0.154177E+03  0.138239E+03 -0.154188E+03  0.120561E+03 -0.302008E+02   -488.290   -422.474   -275.851     662
   663.00000 -0.154174E+03  0.138318E+03 -0.154187E+03  0.120640E+03 -0.302561E+02   -468.453   -416.975   -280.512     663
   664.00000 -0.154174E+03  0.138354E+03 -0.154186E+03  0.120677E+03 -0.303082E+02   -470.314   -423.800   -285.133     664
   665.00000 -0.154174E+03  0.138384E+03 -0.154186E+03  0.120706E+03 -0.303574E+02   -461.494   -421.010   -289.665     665
   666.00000 -0.154157E+03  0.138447E+03 -0.154169E+03  0.120769E+03 -0.304036E+02   -470.078   -423.913   -294.121     666
   667.00000 -0.154142E+03  0.138538E+03 -0.154155E+03  0.120860E+03 -0.304469E+02   -480.284   -431.925   -298.499     667
   668.00000 -0.154152E+03  0.138623E+03 -0.154165E+03  0.120945E+03 -0.304885E+02   -475.005   -438.777   -302.922     668
   669.00000 -0.154392E+03  0.138731E+03 -0.154405E+03  0.121054E+03 -0.305274E+02   -345.325   -402.833   -308.180     669
   670.00000 -0.154392E+03  0.138783E+03 -0.154404E+03  0.121106E+03 -0.305646E+02   -421.144   -410.126   -313.407     670
   671.00000 -0.155080E+03  0.138852E+03 -0.155092E+03  0.121175E+03 -0.306006E+02   -222.528   -314.300   -318.302     671
   672.00000 -0.155090E+03  0.138892E+03 -0.155102E+03  0.121214E+03 -0.306353E+02   -309.832   -321.372   -322.872     672
   673.00000 -0.155039E+03  0.138959E+03 -0.155052E+03  0.121282E+03 -0.306689E+02   -365.569   -346.303   -326.822     673
   674.00000 -0.155038E+03  0.139013E+03 -0.155050E+03  0.121336E+03 -0.307016E+02   -373.502   -358.761   -329.818     674
   675.00000 -0.155184E+03  0.139095E+03 -0.155197E+03  0.121418E+03 -0.307338E+02   -325.892   -350.483   -332.221     675
   676.00000 -0.155270E+03  0.139158E+03 -0.155283E+03  0.121481E+03 -0.307654E+02   -335.094   -349.394   -333.989     676
   677.00000 -0.156210E+03  0.139194E+03 -0.156223E+03  0.121517E+03 -0.307967E+02   -180.067   -250.290   -335.447     677
   678.00000 -0.157050E+03  0.139212E+03 -0.157062E+03  0.121535E+03 -0.308276E+02   -163.497   -203.458   -336.583     678
   679.00000 -0.156992E+03  0.139262E+03 -0.157005E+03  0.121585E+03 -0.308584E+02   -235.731   -232.139   -336.130     679
   680.00000 -0.156975E+03  0.139316E+03 -0.156988E+03  0.121639E+03 -0.308900E+02   -261.316   -253.519   -332.027     680
   681.00000 -0.156975E+03  0.139358E+03 -0.156988E+03  0.121681E+03 -0.309232E+02   -277.693   -268.962   -325.208     681
   682.00000 -0.156975E+03  0.139381E+03 -0.156988E+03  0.121704E+03 -0.309588E+02   -290.169   -280.114   -317.797     682
   683.00000 -0.157655E+03  0.139395E+03 -0.157668E+03  0.121718E+03 -0.309955E+02   -185.442   -226.017   -310.763     683
   684.00000 -0.157725E+03  0.139413E+03 -0.157738E+03  0.121736E+03 -0.310337E+02   -232.518   -236.428   -305.078     684
   685.00000 -0.157700E+03  0.139454E+03 -0.157713E+03  0.121777E+03 -0.310748E+02   -264.452   -254.968   -300.262     685
   686.00000 -0.157646E+03  0.139487E+03 -0.157658E+03  0.121810E+03 -0.311197E+02   -290.479   -272.569   -294.993     686
   687.00000 -0.157698E+03  0.139552E+03 -0.157711E+03  0.121875E+03 -0.311672E+02   -283.957   -279.411   -289.992     687
   688.00000 -0.157630E+03  0.139573E+03 -0.157642E+03  0.121896E+03 -0.312179E+02   -321.187   -294.866   -286.245     688
   689.00000 -0.157576E+03  0.139596E+03 -0.157588E+03  0.121919E+03 -0.312706E+02   -335.117   -306.540   -283.998     689
   690.00000 -0.157523E+03  0.139629E+03 -0.157535E+03  0.121952E+03 -0.313242E+02   -350.411   -318.439   -282.824     690
   691.00000 -0.157773E+03  0.139651E+03 -0.157785E+03  0.121974E+03 -0.313781E+02   -264.234   -290.066   -282.481     691
   692.00000 -0.157773E+03  0.139717E+03 -0.157785E+03  0.122040E+03 -0.314318E+02   -307.694   -300.058   -282.981     692
   693.00000 -0.157766E+03  0.139787E+03 -0.157779E+03  0.122109E+03 -0.314850E+02   -328.351   -312.886   -283.917     693
   694.00000 -0.158046E+03  0.139807E+03 -0.158058E+03  0.122130E+03 -0.315376E+02   -254.293   -284.452   -284.981     694
   695.00000 -0.158046E+03  0.139829E+03 -0.158058E+03  0.122152E+03 -0.315893E+02   -297.539   -292.751   -286.147     695
   696.00000 -0.157985E+03  0.139841E+03 -0.157998E+03  0.122163E+03 -0.316403E+02   -329.492   -306.584   -287.213     696
   697.00000 -0.157922E+03  0.139852E+03 -0.157934E+03  0.122175E+03 -0.316906E+02   -350.818   -320.065   -288.157     697
   698.00000 -0.158300E+03  0.139874E+03 -0.158312E+03  0.122197E+03 -0.317404E+02   -239.035   -278.959   -289.042     698
   699.00000 -0.158868E+03  0.139899E+03 -0.158881E+03  0.122221E+03 -0.317897E+02   -195.587   -236.083   -289.952     699
   700.00000 -0.159171E+03  0.139924E+03 -0.159183E+03  0.122247E+03 -0.318383E+02   -207.537   -228.016   -290.667     700
   701.00000 -0.160131E+03  0.139945E+03 -0.160143E+03  0.122267E+03 -0.318869E+02   -150.679   -182.045   -290.192     701
   702.00000 -0.160189E+03  0.139970E+03 -0.160201E+03  0.122293E+03 -0.319368E+02   -203.545   -203.243   -286.893     702
   703.00000 -0.160459E+03  0.139998E+03 -0.160471E+03  0.122320E+03 -0.319905E+02   -193.265   -202.920   -278.960     703
   704.00000 -0.160459E+03  0.140019E+03 -0.160471E+03  0.122341E+03 -0.320515E+02   -226.644   -219.485   -268.376     704
   705.00000 -0.160469E+03  0.140038E+03 -0.160481E+03  0.122361E+03 -0.321187E+02   -238.847   -230.447   -258.395     705
   706.00000 -0.160489E+03  0.140065E+03 -0.160501E+03  0.122387E+03 -0.321916E+02   -246.891   -238.437   -250.662     706
   707.00000 -0.160471E+03  0.140087E+03 -0.160484E+03  0.122409E+03 -0.322690E+02   -262.436   -248.636   -245.755     707
   708.00000 -0.160430E+03  0.140097E+03 -0.160442E+03  0.122420E+03 -0.323488E+02   -276.971   -258.884   -243.156     708
   709.00000 -0.160356E+03  0.140099E+03 -0.160368E+03  0.122422E+03 -0.324295E+02   -295.558   -270.453   -242.085     709
   710.00000 -0.160356E+03  0.140122E+03 -0.160368E+03  0.122445E+03 -0.325100E+02   -287.494   -272.253   -242.628     710
   711.00000 -0.162105E+03  0.140129E+03 -0.162118E+03  0.122452E+03 -0.325900E+02   -123.541   -159.472   -243.569     711
   712.00000 -0.163855E+03  0.140136E+03 -0.163868E+03  0.122458E+03 -0.326702E+02   -107.312   -123.509   -241.888     712
   713.00000 -0.164535E+03  0.140145E+03 -0.164548E+03  0.122468E+03 -0.327619E+02   -129.180   -133.757   -227.746     713
   714.00000 -0.164595E+03  0.140151E+03 -0.164608E+03  0.122474E+03 -0.328947E+02   -162.543   -155.228   -198.967     714
   715.00000 -0.164765E+03  0.140160E+03 -0.164778E+03  0.122483E+03 -0.330820E+02   -168.180   -164.349   -180.820     715
   716.00000 -0.164835E+03  0.140182E+03 -0.164848E+03  0.122505E+03 -0.333165E+02   -182.997   -175.543   -173.281     716
   717.00000 -0.165565E+03  0.140196E+03 -0.165578E+03  0.122519E+03 -0.335688E+02   -142.719   -152.842   -170.950     717
   718.00000 -0.167065E+03  0.140202E+03 -0.167078E+03  0.122525E+03 -0.338299E+02   -109.356   -120.578   -168.017     718
   719.00000 -0.167415E+03  0.140232E+03 -0.167428E+03  0.122555E+03 -0.341214E+02   -139.417   -137.257   -157.497     719
   720.00000 -0.167412E+03  0.140254E+03 -0.167425E+03  0.122577E+03 -0.344682E+02   -165.893   -155.082   -149.574     720
   721.00000 -0.167352E+03  0.140259E+03 -0.167364E+03  0.122582E+03 -0.348398E+02   -183.208   -169.113   -148.774     721
   722.00000 -0.167341E+03  0.140277E+03 -0.167353E+03  0.122600E+03 -0.351950E+02   -191.081   -178.151   -150.942     722
   723.00000 -0.167271E+03  0.140278E+03 -0.167283E+03  0.122601E+03 -0.355177E+02   -205.590   -188.824   -155.530     723
   724.00000 -0.167230E+03  0.140294E+03 -0.167242E+03  0.122616E+03 -0.358176E+02   -211.588   -195.664   -160.598     724
   725.00000 -0.167450E+03  0.140299E+03 -0.167462E+03  0.122622E+03 -0.361049E+02   -187.439   -187.378   -165.756     725
   726.00000 -0.167425E+03  0.140315E+03 -0.167437E+03  0.122638E+03 -0.363693E+02   -210.991   -197.863   -170.334     726
   727.00000 -0.167425E+03  0.140328E+03 -0.167437E+03  0.122651E+03 -0.366139E+02   -217.196   -204.547   -174.391     727
   728.00000 -0.167413E+03  0.140349E+03 -0.167426E+03  0.122671E+03 -0.368420E+02   -225.152   -211.386   -178.350     728
   729.00000 -0.167413E+03  0.140365E+03 -0.167426E+03  0.122688E+03 -0.370491E+02   -229.893   -216.645   -182.258     729
   730.00000 -0.167395E+03  0.140383E+03 -0.167408E+03  0.122705E+03 -0.372398E+02   -237.700   -222.830   -186.102     730
end
