 ******* Program HYDRUS
 ******* None                                                                    
 Date:   0.**.    Time: ***:**:**
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     4405  0.5940000E+03  0.21151E+00    3    12264    -4    -5     T
     4409  0.5950000E+03  0.25000E+00    2    12276    -4    -5     T
     4411  0.5960000E+03  0.66667E+00    3    12281    -4    -5     T
     4413  0.5970000E+03  0.50000E+00    2    12285    -4    -5     T
     4426  0.5980000E+03  0.21151E+00    2    12311    -4    -5     T
     4429  0.5990000E+03  0.37500E+00    2    12318    -4    -5     T
     4431  0.6000000E+03  0.66667E+00    2    12322    -4    -5     T
     4455  0.6010000E+03  0.10366E+00    3    12410    -4    -5     T
     4468  0.6020000E+03  0.21151E+00    2    12437    -4    -5     T
     4472  0.6030000E+03  0.25000E+00    2    12447    -4    -5     T
     4474  0.6040000E+03  0.66667E+00    2    12451    -4    -5     T
     4476  0.6050000E+03  0.50000E+00    2    12455    -4    -5     T
     4477  0.6060000E+03  0.10000E+01    2    12457    -4    -5     T
     4478  0.6070000E+03  0.10000E+01    2    12459    -4    -5     T
     4491  0.6080000E+03  0.21151E+00    2    12485    -4    -5     T
     4494  0.6090000E+03  0.37500E+00    2    12491    -4    -5     T
     4496  0.6100000E+03  0.66667E+00    2    12495    -4    -5     T
     4498  0.6110000E+03  0.50000E+00    2    12499    -4    -5     T
     4499  0.6120000E+03  0.10000E+01    2    12501    -4    -5     T
     4500  0.6130000E+03  0.10000E+01    2    12503    -4    -5     T
     4501  0.6140000E+03  0.10000E+01    2    12505    -4    -5     T
     4502  0.6150000E+03  0.10000E+01    3    12508    -4    -5     T
     4515  0.6160000E+03  0.21151E+00    2    12534    -4    -5     T
     4530  0.6170000E+03  0.13915E+00    2    12572    -4    -5     T
     4534  0.6180000E+03  0.25000E+00    2    12583    -4    -5     T
     4536  0.6190000E+03  0.66667E+00    2    12587    -4    -5     T
     4538  0.6200000E+03  0.50000E+00    3    12592    -4    -5     T
     4575  0.6210000E+03  0.66344E-01    3    12736    -4    -5     T
     4589  0.6220000E+03  0.20873E+00    3    12772    -4    -5     T
     4602  0.6230000E+03  0.21151E+00    2    12798    -4    -5     T
     4615  0.6240000E+03  0.21151E+00    2    12824    -4    -5     T
     4619  0.6250000E+03  0.25000E+00    2    12834    -4    -5     T
     4621  0.6260000E+03  0.66667E+00    2    12838    -4    -5     T
     4623  0.6270000E+03  0.50000E+00    2    12842    -4    -5     T
     4624  0.6280000E+03  0.10000E+01    2    12844    -4    -5     T
     4625  0.6290000E+03  0.10000E+01    2    12846    -4    -5     T
     4626  0.6300000E+03  0.10000E+01    2    12848    -4    -5     T
     4639  0.6310000E+03  0.21151E+00    2    12874    -4    -5     T
     4652  0.6320000E+03  0.21151E+00    2    12900    -4    -5     T
     4655  0.6330000E+03  0.37500E+00    2    12906    -4    -5     T
     4671  0.6340000E+03  0.15378E+00    3    12955    -4    -5     T
     4684  0.6350000E+03  0.21151E+00    2    12981    -4    -5     T
     4687  0.6360000E+03  0.37500E+00    2    12987    -4    -5     T
     4689  0.6370000E+03  0.66667E+00    2    12991    -4    -5     T
     4691  0.6380000E+03  0.50000E+00    2    12995    -4    -5     T
     4692  0.6390000E+03  0.10000E+01    2    12997    -4    -5     T
     4693  0.6400000E+03  0.10000E+01    2    12999    -4    -5     T
     4694  0.6410000E+03  0.10000E+01    2    13001    -4    -5     T
     4714  0.6420000E+03  0.19847E+00    5    13073    -4    -5     T
     4727  0.6430000E+03  0.21151E+00    2    13099    -4    -5     T
     4731  0.6440000E+03  0.25000E+00    2    13109    -4    -5     T
     4733  0.6450000E+03  0.66667E+00    2    13113    -4    -5     T
     4735  0.6460000E+03  0.50000E+00    2    13117    -4    -5     T
     4736  0.6470000E+03  0.10000E+01    2    13119    -4    -5     T
     4737  0.6480000E+03  0.10000E+01    2    13121    -4    -5     T
     4750  0.6490000E+03  0.21151E+00    2    13147    -4    -5     T
     4753  0.6500000E+03  0.37500E+00    2    13154    -4    -5     T
     4755  0.6510000E+03  0.66667E+00    2    13158    -4    -5     T
     4757  0.6520000E+03  0.50000E+00    2    13162    -4    -5     T
     4758  0.6530000E+03  0.10000E+01    2    13164    -4    -5     T
     4759  0.6540000E+03  0.10000E+01    3    13167    -4    -5     T
     4760  0.6550000E+03  0.10000E+01    2    13169    -4    -5     T
     4773  0.6560000E+03  0.21151E+00    2    13195    -4    -5     T
     4777  0.6570000E+03  0.25000E+00    2    13205    -4    -5     T
     4779  0.6580000E+03  0.66667E+00    2    13209    -4    -5     T
     4781  0.6590000E+03  0.50000E+00    2    13213    -4    -5     T
     4782  0.6600000E+03  0.10000E+01    3    13216    -4    -5     T
     4783  0.6610000E+03  0.10000E+01    2    13218    -4    -5     T
     4784  0.6620000E+03  0.10000E+01    3    13221    -4    -5     T
     4785  0.6630000E+03  0.10000E+01    2    13223    -4    -5     T
     4786  0.6640000E+03  0.10000E+01    3    13226    -4    -5     T
     4787  0.6650000E+03  0.10000E+01    2    13228    -4    -5     T
     4788  0.6660000E+03  0.10000E+01    2    13230    -4    -5     T
     4789  0.6670000E+03  0.10000E+01    2    13232    -4    -5     T
     4802  0.6680000E+03  0.21151E+00    2    13258    -4    -5     T
     4815  0.6690000E+03  0.21151E+00    2    13284    -4    -5     T
     4819  0.6700000E+03  0.25000E+00    2    13294    -4    -5     T
     4833  0.6710000E+03  0.20873E+00    3    13326    -4    -5     T
     4846  0.6720000E+03  0.21151E+00    2    13352    -4    -5     T
     4849  0.6730000E+03  0.37500E+00    2    13358    -4    -5     T
     4851  0.6740000E+03  0.66667E+00    2    13362    -4    -5     T
     4864  0.6750000E+03  0.21151E+00    2    13388    -4    -5     T
     4877  0.6760000E+03  0.21151E+00    2    13414    -4    -5     T
     4890  0.6770000E+03  0.21151E+00    3    13447    -4    -5     T
     4894  0.6780000E+03  0.25000E+00    2    13457    -4    -5     T
     4897  0.6790000E+03  0.33333E+00    2    13466    -4    -5     T
     4899  0.6800000E+03  0.50000E+00    2    13470    -4    -5     T
     4901  0.6810000E+03  0.50000E+00    2    13474    -4    -5     T
     4902  0.6820000E+03  0.10000E+01    2    13476    -4    -5     T
     4915  0.6830000E+03  0.21151E+00    2    13502    -4    -5     T
     4928  0.6840000E+03  0.21151E+00    2    13528    -4    -5     T
     4931  0.6850000E+03  0.37500E+00    2    13534    -4    -5     T
     4933  0.6860000E+03  0.66667E+00    2    13538    -4    -5     T
     4946  0.6870000E+03  0.21151E+00    2    13564    -4    -5     T
     4949  0.6880000E+03  0.37500E+00    2    13570    -4    -5     T
     4951  0.6890000E+03  0.66667E+00    2    13574    -4    -5     T
     4953  0.6900000E+03  0.50000E+00    2    13578    -4    -5     T
     4966  0.6910000E+03  0.21151E+00    2    13604    -4    -5     T
     4970  0.6920000E+03  0.25000E+00    2    13614    -4    -5     T
     4972  0.6930000E+03  0.66667E+00    2    13618    -4    -5     T
     4985  0.6940000E+03  0.21151E+00    2    13644    -4    -5     T
     4989  0.6950000E+03  0.25000E+00    2    13654    -4    -5     T
     4991  0.6960000E+03  0.66667E+00    2    13658    -4    -5     T
     4993  0.6970000E+03  0.50000E+00    2    13662    -4    -5     T
     5006  0.6980000E+03  0.21151E+00    2    13688    -4    -5     T
     5019  0.6990000E+03  0.21151E+00    2    13714    -4    -5     T
     5032  0.7000000E+03  0.21151E+00    2    13740    -4    -5     T
     5045  0.7010000E+03  0.21151E+00    2    13766    -4    -5     T
     5058  0.7020000E+03  0.21151E+00    2    13792    -4    -5     T
     5071  0.7030000E+03  0.21151E+00    2    13818    -4    -5     T
     5074  0.7040000E+03  0.37500E+00    2    13825    -4    -5     T
     5087  0.7050000E+03  0.21151E+00    2    13851    -4    -5     T
     5100  0.7060000E+03  0.21151E+00    2    13877    -4    -5     T
     5103  0.7070000E+03  0.37500E+00    2    13883    -4    -5     T
     5105  0.7080000E+03  0.66667E+00    2    13887    -4    -5     T
     5107  0.7090000E+03  0.50000E+00    2    13891    -4    -5     T
     5108  0.7100000E+03  0.10000E+01    2    13893    -4    -5     T
     5123  0.7110000E+03  0.18264E+00    4    13938    -4    -5     T
     5127  0.7120000E+03  0.31250E+00    4    13952    -4    -5     T
     5140  0.7130000E+03  0.21151E+00    2    13978    -4    -5     T
     5153  0.7140000E+03  0.21151E+00    2    14004    -4    -5     T
     5166  0.7150000E+03  0.21151E+00    2    14030    -4    -5     T
     5179  0.7160000E+03  0.21151E+00    2    14056    -4    -5     T
     5192  0.7170000E+03  0.21151E+00    2    14082    -4    -5     T
     5205  0.7180000E+03  0.21151E+00    3    14110    -4    -5     T
     5218  0.7190000E+03  0.21151E+00    2    14136    -4    -5     T
     5221  0.7200000E+03  0.37500E+00    2    14142    -4    -5     T
     5223  0.7210000E+03  0.66667E+00    2    14146    -4    -5     T
     5225  0.7220000E+03  0.50000E+00    2    14150    -4    -5     T
     5226  0.7230000E+03  0.10000E+01    2    14152    -4    -5     T
     5227  0.7240000E+03  0.10000E+01    2    14154    -4    -5     T
     5240  0.7250000E+03  0.21151E+00    2    14180    -4    -5     T
     5243  0.7260000E+03  0.37500E+00    2    14186    -4    -5     T
     5245  0.7270000E+03  0.66667E+00    2    14190    -4    -5     T
     5247  0.7280000E+03  0.50000E+00    2    14194    -4    -5     T
     5248  0.7290000E+03  0.10000E+01    2    14196    -4    -5     T
     5249  0.7300000E+03  0.10000E+01    2    14198    -4    -5     T
end
