 ******* Program HYDRUS
 ******* None                                                                    
 Date:   0.**.    Time: ***:**:**
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       1.0000 -0.51000E+00  0.14645E-01 -0.51000E+00  0.14645E-01 -0.81922E-02 -0.51000E+00  0.14645E-01 -0.51000E+00  0.14645E-01 -0.81922E-02 -0.26981E+03 -0.40266E+03 -0.50000E+03  0.00000E+00  0.00000E+00  0.13028E+02  0.51000E+00  0.00000E+00     14  0.00000E+00      0.000
       2.0000 -0.20000E-01  0.18425E-01 -0.20000E-01  0.18425E-01 -0.81922E-02 -0.53000E+00  0.33070E-01 -0.53000E+00  0.33070E-01 -0.16384E-01 -0.36529E+03 -0.40201E+03 -0.50000E+03  0.00000E+00  0.93630E-06  0.13021E+02  0.53000E+00  0.00000E+00     27  0.00000E+00      0.000
       3.0000  0.33944E-01  0.31326E-01  0.33944E-01  0.31326E-01 -0.81929E-02 -0.49606E+00  0.64396E-01 -0.49614E+00  0.64396E-01 -0.24577E-01 -0.42636E+03 -0.42399E+03 -0.49998E+03  0.00000E+00  0.93630E-06  0.12951E+02  0.53000E+00  0.33863E-01     30  0.00000E+00      0.000
       4.0000  0.00000E+00  0.27483E-01 -0.20687E-06  0.27483E-01 -0.81973E-02 -0.49606E+00  0.91879E-01 -0.49611E+00  0.91879E-01 -0.32773E-01 -0.43878E+03 -0.43780E+03 -0.49984E+03  0.00000E+00  0.93630E-06  0.12914E+02  0.53000E+00  0.33895E-01     32  0.00000E+00      0.000
       5.0000  0.33578E-01  0.22512E-01  0.33578E-01  0.22512E-01 -0.82103E-02 -0.46248E+00  0.11439E+00 -0.46247E+00  0.11439E+00 -0.40980E-01 -0.48001E+03 -0.45581E+03 -0.49948E+03  0.00000E+00  0.93630E-06  0.12847E+02  0.53000E+00  0.67535E-01     34  0.00000E+00      0.000
       6.0000  0.37131E-01  0.27790E-01  0.36999E-01  0.27790E-01 -0.82344E-02 -0.42535E+00  0.14218E+00 -0.42547E+00  0.14218E+00 -0.49214E-01 -0.51275E+03 -0.47301E+03 -0.49877E+03  0.00000E+00  0.93630E-06  0.12779E+02  0.53000E+00  0.10453E+00     35  0.00000E+00      0.000
       7.0000  0.61359E-01  0.19826E-01  0.61558E-01  0.19826E-01 -0.82706E-02 -0.36399E+00  0.16201E+00 -0.36391E+00  0.16201E+00 -0.57485E-01 -0.57586E+03 -0.49843E+03 -0.49784E+03  0.00000E+00  0.93630E-06  0.12682E+02  0.53000E+00  0.16609E+00     36  0.00000E+00      0.000
       8.0000  0.45805E-01  0.17215E-01  0.45870E-01  0.17215E-01 -0.83104E-02 -0.31818E+00  0.17922E+00 -0.31804E+00  0.17922E+00 -0.65795E-01 -0.59957E+03 -0.51709E+03 -0.49674E+03  0.00000E+00  0.93630E-06  0.12608E+02  0.53000E+00  0.21196E+00     37  0.00000E+00      0.000
       9.0000  0.40648E-01  0.22866E-01  0.40507E-01  0.22866E-01 -0.83524E-02 -0.27754E+00  0.20209E+00 -0.27753E+00  0.20209E+00 -0.74147E-01 -0.62133E+03 -0.53317E+03 -0.49557E+03  0.00000E+00  0.93630E-06  0.12542E+02  0.53000E+00  0.25247E+00     38  0.00000E+00      0.000
      10.0000  0.57954E-01  0.21750E-01  0.57982E-01  0.21750E-01 -0.83941E-02 -0.21958E+00  0.22384E+00 -0.21955E+00  0.22384E+00 -0.82541E-01 -0.68635E+03 -0.55745E+03 -0.49442E+03  0.00000E+00  0.93630E-06  0.12453E+02  0.53000E+00  0.31045E+00     39  0.00000E+00      0.000
      11.0000  0.50457E-01  0.43371E-01  0.49917E-01  0.43371E-01 -0.84334E-02 -0.16912E+00  0.26721E+00 -0.16963E+00  0.26721E+00 -0.90975E-01 -0.72322E+03 -0.57814E+03 -0.49337E+03  0.00000E+00  0.93630E-06  0.12372E+02  0.53000E+00  0.36037E+00     40  0.00000E+00      0.000
      12.0000  0.00000E+00  0.69531E-01 -0.65394E-03  0.69531E-01 -0.84657E-02 -0.16912E+00  0.33674E+00 -0.17029E+00  0.33674E+00 -0.99440E-01 -0.66476E+03 -0.58588E+03 -0.49250E+03  0.00000E+00  0.93630E-06  0.12320E+02  0.53000E+00  0.36037E+00     41  0.00000E+00      0.000
      13.0000  0.46673E-01  0.30276E-01  0.47654E-01  0.30276E-01 -0.84865E-02 -0.12245E+00  0.36702E+00 -0.12263E+00  0.36702E+00 -0.10793E+00 -0.79332E+03 -0.62520E+03 -0.49187E+03  0.00000E+00  0.93630E-06  0.12195E+02  0.53000E+00  0.40802E+00     42  0.00000E+00      0.000
      14.0000  0.50318E-01  0.32631E-01  0.50259E-01  0.32631E-01 -0.84983E-02 -0.72133E-01  0.39965E+00 -0.72373E-01  0.39965E+00 -0.11643E+00 -0.87274E+03 -0.65038E+03 -0.49154E+03  0.00000E+00  0.93630E-06  0.12106E+02  0.53000E+00  0.45828E+00     43  0.00000E+00      0.000
      15.0000  0.70920E-01  0.17794E-01  0.71291E-01  0.17794E-01 -0.84985E-02 -0.12131E-02  0.41744E+00 -0.10825E-02  0.41744E+00 -0.12492E+00 -0.10735E+04 -0.69077E+03 -0.49153E+03  0.00000E+00  0.93630E-06  0.11994E+02  0.53000E+00  0.52957E+00     44  0.00000E+00      0.000
      16.0000  0.52326E-01  0.19025E-01  0.52295E-01  0.19025E-01 -0.84869E-02  0.51113E-01  0.43647E+00  0.51213E-01  0.43647E+00 -0.13341E+00 -0.11112E+04 -0.71436E+03 -0.49185E+03  0.00000E+00  0.93630E-06  0.11916E+02  0.53000E+00  0.58187E+00     45  0.00000E+00      0.000
      17.0000  0.50366E-01  0.26605E-01  0.50177E-01  0.26605E-01 -0.84666E-02  0.10148E+00  0.46307E+00  0.10139E+00  0.46307E+00 -0.14188E+00 -0.11810E+04 -0.73936E+03 -0.49250E+03  0.00000E+00  0.93630E-06  0.11838E+02  0.53000E+00  0.63204E+00     46  0.00000E+00      0.000
      18.0000  0.00000E+00  0.39759E-01 -0.32885E-03  0.39759E-01 -0.84299E-02  0.10148E+00  0.50283E+00  0.10106E+00  0.50283E+00 -0.15031E+00 -0.95131E+03 -0.73405E+03 -0.49342E+03  0.00000E+00  0.93630E-06  0.11803E+02  0.53000E+00  0.63204E+00     47  0.00000E+00      0.000
      19.0000 -0.37000E+00  0.33189E-01 -0.37000E+00  0.33189E-01 -0.83906E-02 -0.26852E+00  0.53602E+00 -0.26894E+00  0.53602E+00 -0.15872E+00 -0.38064E+03 -0.59127E+03 -0.49451E+03  0.00000E+00  0.25781E-05  0.12131E+02  0.90000E+00  0.63204E+00     60  0.00000E+00      0.000
      20.0000  0.00000E+00  0.00000E+00  0.21477E-06  0.00000E+00 -0.83406E-02 -0.26852E+00  0.53602E+00 -0.26873E+00  0.53602E+00 -0.16708E+00 -0.53395E+03 -0.57938E+03 -0.49590E+03  0.00000E+00  0.25781E-05  0.12114E+02  0.90000E+00  0.63225E+00     64  0.00000E+00      0.000
      21.0000  0.51276E-01  0.44170E-01  0.51276E-01  0.44170E-01 -0.82817E-02 -0.21725E+00  0.58019E+00 -0.21782E+00  0.58019E+00 -0.17537E+00 -0.65587E+03 -0.60306E+03 -0.49755E+03  0.00000E+00  0.25781E-05  0.12025E+02  0.90000E+00  0.68316E+00     66  0.00000E+00      0.000
      22.0000 -0.13000E+00  0.14013E-01 -0.13000E+00  0.14013E-01 -0.82157E-02 -0.34725E+00  0.59420E+00 -0.34782E+00  0.59420E+00 -0.18362E+00 -0.46689E+03 -0.56446E+03 -0.49935E+03  0.00000E+00  0.10116E-04  0.12133E+02  0.10300E+01  0.68316E+00     79  0.00000E+00      0.000
      23.0000 -0.18800E+01  0.00000E+00 -0.18800E+01  0.00000E+00 -0.81445E-02 -0.22272E+01  0.59420E+00 -0.22278E+01  0.59420E+00 -0.19179E+00 -0.14101E+03 -0.26570E+03 -0.50131E+03  0.00000E+00  0.13618E-04  0.14004E+02  0.29100E+01  0.68316E+00     99  0.00000E+00      0.000
      24.0000 -0.95000E+00  0.19329E-01 -0.95000E+00  0.19329E-01 -0.80691E-02 -0.31772E+01  0.61353E+00 -0.31778E+01  0.61353E+00 -0.19989E+00 -0.15442E+03 -0.20218E+03 -0.50340E+03  0.00000E+00  0.18434E-04  0.14927E+02  0.38600E+01  0.68316E+00    112  0.00000E+00      0.000
      25.0000  0.18481E-01  0.28656E-01  0.18481E-01  0.28656E-01 -0.79962E-02 -0.31588E+01  0.64219E+00 -0.31594E+01  0.64219E+00 -0.20792E+00 -0.23027E+03 -0.23579E+03 -0.50540E+03  0.00000E+00  0.18434E-04  0.14874E+02  0.38600E+01  0.70158E+00    116  0.00000E+00      0.000
      26.0000  0.24015E-01  0.23305E-01  0.24014E-01  0.23305E-01 -0.79925E-02 -0.31347E+01  0.66549E+00 -0.31353E+01  0.66549E+00 -0.21591E+00 -0.26397E+03 -0.26217E+03 -0.50555E+03  0.00000E+00  0.18434E-04  0.14817E+02  0.38700E+01  0.73564E+00    118  0.00000E+00      0.000
      27.0000  0.45748E-01  0.26147E-01  0.45748E-01  0.26147E-01 -0.81075E-02 -0.30890E+01  0.69164E+00 -0.30896E+01  0.69164E+00 -0.22397E+00 -0.29535E+03 -0.28532E+03 -0.50205E+03  0.00000E+00  0.18434E-04  0.14739E+02  0.38700E+01  0.78135E+00    120  0.00000E+00      0.000
      28.0000  0.30968E-01  0.42048E-01  0.30571E-01  0.42048E-01 -0.84516E-02 -0.30580E+01  0.73369E+00 -0.30591E+01  0.73369E+00 -0.23242E+00 -0.31393E+03 -0.30182E+03 -0.49306E+03  0.00000E+00  0.18434E-04  0.14673E+02  0.38700E+01  0.81192E+00    121  0.00000E+00      0.000
      29.0000  0.00000E+00  0.69955E-01 -0.69772E-03  0.69955E-01 -0.90898E-02 -0.30580E+01  0.80364E+00 -0.30597E+01  0.80364E+00 -0.24151E+00 -0.32547E+03 -0.31664E+03 -0.48213E+03  0.00000E+00  0.18434E-04  0.14622E+02  0.38700E+01  0.81192E+00    122  0.00000E+00      0.000
      30.0000  0.73456E-01  0.44515E-01  0.74092E-01  0.44515E-01 -0.10211E-01 -0.29846E+01  0.84816E+00 -0.29857E+01  0.84816E+00 -0.25172E+00 -0.37695E+03 -0.34486E+03 -0.47062E+03  0.00000E+00  0.18434E-04  0.14468E+02  0.38700E+01  0.88602E+00    123  0.00000E+00      0.000
      31.0000  0.69531E-01  0.39524E-01  0.69656E-01  0.39524E-01 -0.11420E-01 -0.29150E+01  0.88768E+00 -0.29160E+01  0.88768E+00 -0.26314E+00 -0.40935E+03 -0.36616E+03 -0.45806E+03  0.00000E+00  0.18434E-04  0.14343E+02  0.38700E+01  0.95567E+00    124  0.00000E+00      0.000
      32.0000  0.00000E+00  0.93856E-01 -0.13582E-02  0.93856E-01 -0.12559E-01 -0.29150E+01  0.98154E+00 -0.29174E+01  0.98154E+00 -0.27570E+00 -0.39669E+03 -0.37421E+03 -0.44611E+03  0.00000E+00  0.18434E-04  0.14291E+02  0.38700E+01  0.95567E+00    125  0.00000E+00      0.000
      33.0000  0.46714E-01  0.53362E-01  0.47726E-01  0.53362E-01 -0.13570E-01 -0.28683E+01  0.10349E+01 -0.28696E+01  0.10349E+01 -0.28927E+00 -0.44847E+03 -0.40129E+03 -0.43556E+03  0.00000E+00  0.18434E-04  0.14137E+02  0.38700E+01  0.10034E+01    126  0.00000E+00      0.000
      34.0000  0.00000E+00  0.74428E-01 -0.52652E-03  0.74428E-01 -0.14458E-01 -0.28683E+01  0.11093E+01 -0.28702E+01  0.11093E+01 -0.30373E+00 -0.43750E+03 -0.40873E+03 -0.42680E+03  0.00000E+00  0.18434E-04  0.14069E+02  0.38700E+01  0.10034E+01    127  0.00000E+00      0.000
      35.0000  0.16725E-01  0.90772E-01  0.16317E-01  0.90772E-01 -0.15109E-01 -0.28516E+01  0.12001E+01 -0.28538E+01  0.12001E+01 -0.31884E+00 -0.46645E+03 -0.42777E+03 -0.41957E+03  0.00000E+00  0.18434E-04  0.13963E+02  0.38700E+01  0.10197E+01    128  0.00000E+00      0.000
      36.0000  0.76407E-01  0.48125E-01  0.77473E-01  0.48125E-01 -0.15638E-01 -0.27752E+01  0.12482E+01 -0.27764E+01  0.12482E+01 -0.33448E+00 -0.55993E+03 -0.46261E+03 -0.41408E+03  0.00000E+00  0.18434E-04  0.13780E+02  0.38700E+01  0.10972E+01    129  0.00000E+00      0.000
      37.0000 -0.11371E-01  0.58645E-01 -0.11371E-01  0.58645E-01 -0.16089E-01 -0.27866E+01  0.13069E+01 -0.27877E+01  0.13069E+01 -0.35039E+00 -0.50455E+03 -0.46692E+03 -0.40945E+03  0.00000E+00  0.21062E-04  0.13717E+02  0.39300E+01  0.11458E+01    142  0.00000E+00      0.000
      38.0000 -0.21000E+00  0.36519E-01 -0.21000E+00  0.36519E-01 -0.16391E-01 -0.29966E+01  0.13434E+01 -0.29977E+01  0.13434E+01 -0.36666E+00 -0.36062E+03 -0.42493E+03 -0.40632E+03  0.00000E+00  0.26592E-04  0.13874E+02  0.41400E+01  0.11458E+01    155  0.00000E+00      0.000
      39.0000  0.00000E+00  0.84855E-01 -0.13593E-06  0.84855E-01 -0.16561E-01 -0.29966E+01  0.14282E+01 -0.29980E+01  0.14282E+01 -0.38317E+00 -0.44265E+03 -0.43867E+03 -0.40456E+03  0.00000E+00  0.26592E-04  0.13785E+02  0.41400E+01  0.11458E+01    158  0.00000E+00      0.000
      40.0000 -0.32262E-01  0.67000E-01 -0.32262E-01  0.67000E-01 -0.16643E-01 -0.30288E+01  0.14952E+01 -0.30303E+01  0.14952E+01 -0.39978E+00 -0.44423E+03 -0.44531E+03 -0.40369E+03  0.00000E+00  0.31059E-04  0.13733E+02  0.41800E+01  0.11536E+01    171  0.00000E+00      0.000
      41.0000  0.51415E-01  0.67845E-01  0.51415E-01  0.67845E-01 -0.16648E-01 -0.29774E+01  0.15631E+01 -0.29789E+01  0.15631E+01 -0.41644E+00 -0.53212E+03 -0.47128E+03 -0.40363E+03  0.00000E+00  0.31059E-04  0.13597E+02  0.41800E+01  0.12050E+01    174  0.00000E+00      0.000
      42.0000  0.14817E-01  0.65509E-01  0.14817E-01  0.65509E-01 -0.16604E-01 -0.29626E+01  0.16286E+01 -0.29641E+01  0.16286E+01 -0.43305E+00 -0.54151E+03 -0.48860E+03 -0.40412E+03  0.00000E+00  0.31059E-04  0.13500E+02  0.41800E+01  0.12198E+01    176  0.00000E+00      0.000
      43.0000 -0.68000E+00  0.75419E-01 -0.68000E+00  0.75419E-01 -0.16527E-01 -0.36426E+01  0.17040E+01 -0.36441E+01  0.17040E+01 -0.44961E+00 -0.24245E+03 -0.37059E+03 -0.40487E+03  0.00000E+00  0.33532E-04  0.14088E+02  0.48600E+01  0.12198E+01    190  0.00000E+00      0.000
      44.0000 -0.15900E+01  0.89685E-01 -0.15900E+01  0.89685E-01 -0.16425E-01 -0.52326E+01  0.17937E+01 -0.52341E+01  0.17937E+01 -0.46609E+00 -0.14145E+03 -0.21532E+03 -0.40593E+03  0.00000E+00  0.37092E-04  0.15572E+02  0.64500E+01  0.12198E+01    205  0.00000E+00      0.000
      45.0000  0.24717E-01  0.12136E+00  0.24717E-01  0.12136E+00 -0.16311E-01 -0.52079E+01  0.19151E+01 -0.52095E+01  0.19151E+01 -0.48244E+00 -0.24038E+03 -0.24759E+03 -0.40711E+03  0.00000E+00  0.37092E-04  0.15417E+02  0.64500E+01  0.12443E+01    209  0.00000E+00      0.000
      46.0000 -0.30000E-01  0.72230E-01 -0.30000E-01  0.72230E-01 -0.16275E-01 -0.52379E+01  0.19873E+01 -0.52395E+01  0.19873E+01 -0.49872E+00 -0.27053E+03 -0.27284E+03 -0.40747E+03  0.00000E+00  0.49378E-04  0.15358E+02  0.64800E+01  0.12443E+01    222  0.00000E+00      0.000
      47.0000  0.00000E+00  0.68788E-01 -0.43455E-06  0.68788E-01 -0.16527E-01 -0.52379E+01  0.20561E+01 -0.52395E+01  0.20561E+01 -0.51514E+00 -0.29789E+03 -0.29250E+03 -0.40478E+03  0.00000E+00  0.49378E-04  0.15272E+02  0.64800E+01  0.12443E+01    225  0.00000E+00      0.000
      48.0000  0.61420E-02  0.68422E-01  0.61418E-02  0.68422E-01 -0.17091E-01 -0.52317E+01  0.21245E+01 -0.52334E+01  0.21245E+01 -0.53209E+00 -0.31993E+03 -0.30956E+03 -0.39880E+03  0.00000E+00  0.49378E-04  0.15180E+02  0.64800E+01  0.12505E+01    227  0.00000E+00      0.000
      49.0000  0.00000E+00  0.47698E-01 -0.21597E-06  0.47698E-01 -0.17826E-01 -0.52317E+01  0.21722E+01 -0.52331E+01  0.21722E+01 -0.54973E+00 -0.33614E+03 -0.32522E+03 -0.39136E+03  0.00000E+00  0.49378E-04  0.15105E+02  0.64800E+01  0.12507E+01    229  0.00000E+00      0.000
      50.0000  0.19818E-01  0.87283E-01  0.18828E-01  0.87283E-01 -0.18701E-01 -0.52119E+01  0.22595E+01 -0.52143E+01  0.22595E+01 -0.56843E+00 -0.35773E+03 -0.34026E+03 -0.38440E+03  0.00000E+00  0.49378E-04  0.15019E+02  0.64800E+01  0.12696E+01    230  0.00000E+00      0.000
      51.0000  0.62729E-01  0.88760E-01  0.62692E-01  0.88760E-01 -0.20049E-01 -0.51492E+01  0.23482E+01 -0.51516E+01  0.23482E+01 -0.58848E+00 -0.40525E+03 -0.36525E+03 -0.37877E+03  0.00000E+00  0.49378E-04  0.14848E+02  0.64800E+01  0.13323E+01    231  0.00000E+00      0.000
      52.0000  0.44690E-01  0.10652E+00  0.44246E-01  0.10652E+00 -0.21336E-01 -0.51045E+01  0.24548E+01 -0.51073E+01  0.24548E+01 -0.60982E+00 -0.43586E+03 -0.38786E+03 -0.37403E+03  0.00000E+00  0.49378E-04  0.14694E+02  0.64800E+01  0.13765E+01    232  0.00000E+00      0.000
      53.0000  0.31191E-01  0.10720E+00  0.31174E-01  0.10720E+00 -0.22305E-01 -0.50733E+01  0.25620E+01 -0.50762E+01  0.25620E+01 -0.63212E+00 -0.46489E+03 -0.41180E+03 -0.37016E+03  0.00000E+00  0.49378E-04  0.14534E+02  0.64800E+01  0.14077E+01    233  0.00000E+00      0.000
      54.0000  0.23440E-01  0.93867E-01  0.23773E-01  0.93867E-01 -0.23010E-01 -0.50499E+01  0.26558E+01 -0.50524E+01  0.26558E+01 -0.65513E+00 -0.49088E+03 -0.43341E+03 -0.36741E+03  0.00000E+00  0.49378E-04  0.14380E+02  0.64800E+01  0.14315E+01    234  0.00000E+00      0.000
      55.0000  0.00000E+00  0.65352E-01  0.71280E-03  0.65352E-01 -0.23446E-01 -0.50499E+01  0.27212E+01 -0.50517E+01  0.27212E+01 -0.67858E+00 -0.49387E+03 -0.44694E+03 -0.36566E+03  0.00000E+00  0.49378E-04  0.14263E+02  0.64800E+01  0.14322E+01    235  0.00000E+00      0.000
      56.0000 -0.90000E-01  0.50851E-01 -0.90000E-01  0.50851E-01 -0.23733E-01 -0.51399E+01  0.27720E+01 -0.51417E+01  0.27720E+01 -0.70220E+00 -0.42064E+03 -0.43299E+03 -0.36441E+03  0.00000E+00  0.53000E-04  0.14278E+02  0.65700E+01  0.14322E+01    248  0.00000E+00      0.000
      57.0000 -0.77750E+00  0.82179E-01 -0.77750E+00  0.82179E-01 -0.23801E-01 -0.59174E+01  0.28542E+01 -0.59192E+01  0.28542E+01 -0.72599E+00 -0.21620E+03 -0.31963E+03 -0.36413E+03  0.00000E+00  0.60834E-04  0.14950E+02  0.73700E+01  0.14547E+01    262  0.00000E+00      0.000
      58.0000  0.00000E+00  0.86990E-01 -0.76281E-07  0.86990E-01 -0.23682E-01 -0.59174E+01  0.29412E+01 -0.59192E+01  0.29412E+01 -0.74973E+00 -0.32012E+03 -0.33400E+03 -0.36461E+03  0.00000E+00  0.60834E-04  0.14840E+02  0.73700E+01  0.14547E+01    266  0.00000E+00      0.000
      59.0000 -0.30000E-01  0.61654E-01 -0.30000E-01  0.61654E-01 -0.23458E-01 -0.59474E+01  0.30029E+01 -0.59492E+01  0.30029E+01 -0.77329E+00 -0.34256E+03 -0.34784E+03 -0.36549E+03  0.00000E+00  0.67169E-04  0.14785E+02  0.74000E+01  0.14547E+01    279  0.00000E+00      0.000
      60.0000  0.00000E+00  0.89157E-01  0.11062E-06  0.89157E-01 -0.23226E-01 -0.59474E+01  0.30920E+01 -0.59494E+01  0.30920E+01 -0.79659E+00 -0.37445E+03 -0.36574E+03 -0.36639E+03  0.00000E+00  0.67169E-04  0.14679E+02  0.74000E+01  0.14547E+01    282  0.00000E+00      0.000
      61.0000 -0.18000E+00  0.64651E-01 -0.18000E+00  0.64651E-01 -0.23058E-01 -0.61274E+01  0.31567E+01 -0.61294E+01  0.31567E+01 -0.81971E+00 -0.31523E+03 -0.35143E+03 -0.36706E+03  0.00000E+00  0.73292E-04  0.14771E+02  0.75800E+01  0.14547E+01    295  0.00000E+00      0.000
      62.0000  0.00000E+00  0.50037E-01  0.50683E-07  0.50037E-01 -0.22983E-01 -0.61274E+01  0.32067E+01 -0.61293E+01  0.32067E+01 -0.84271E+00 -0.36712E+03 -0.36379E+03 -0.36735E+03  0.00000E+00  0.73292E-04  0.14695E+02  0.75800E+01  0.14548E+01    298  0.00000E+00      0.000
      63.0000  0.00000E+00  0.18492E+00 -0.14739E-06  0.18492E+00 -0.22966E-01 -0.61274E+01  0.33916E+01 -0.61304E+01  0.33916E+01 -0.86568E+00 -0.40733E+03 -0.38932E+03 -0.36743E+03  0.00000E+00  0.73292E-04  0.14532E+02  0.75800E+01  0.14548E+01    300  0.00000E+00      0.000
      64.0000  0.64424E-01  0.12801E+00  0.64424E-01  0.12801E+00 -0.22965E-01 -0.60629E+01  0.35196E+01 -0.60653E+01  0.35196E+01 -0.88865E+00 -0.50520E+03 -0.43282E+03 -0.36743E+03  0.00000E+00  0.73292E-04  0.14288E+02  0.75800E+01  0.15199E+01    302  0.00000E+00      0.000
      65.0000  0.24000E-04  0.17957E+00 -0.12652E-02  0.17957E+00 -0.22926E-01 -0.60629E+01  0.36992E+01 -0.60665E+01  0.36992E+01 -0.91157E+00 -0.50837E+03 -0.45579E+03 -0.36755E+03  0.00000E+00  0.73292E-04  0.14137E+02  0.75800E+01  0.15199E+01    303  0.00000E+00      0.000
      66.0000  0.00000E+00  0.98316E-01  0.20312E-02  0.98316E-01 -0.22821E-01 -0.60629E+01  0.37975E+01 -0.60645E+01  0.37975E+01 -0.93439E+00 -0.55850E+03 -0.49276E+03 -0.36794E+03  0.00000E+00  0.73292E-04  0.13935E+02  0.75800E+01  0.15219E+01    304  0.00000E+00      0.000
      67.0000 -0.22600E+01  0.29041E-01 -0.22600E+01  0.29041E-01 -0.22691E-01 -0.83229E+01  0.38266E+01 -0.83245E+01  0.38266E+01 -0.95716E+00 -0.12404E+03 -0.20449E+03 -0.36850E+03  0.00000E+00  0.90609E-04  0.16142E+02  0.98400E+01  0.15219E+01    327  0.00000E+00      0.000
      68.0000  0.00000E+00  0.90794E-01 -0.61196E-06  0.90794E-01 -0.22458E-01 -0.83229E+01  0.39174E+01 -0.83247E+01  0.39174E+01 -0.97972E+00 -0.22536E+03 -0.23162E+03 -0.36942E+03  0.00000E+00  0.90609E-04  0.16037E+02  0.98400E+01  0.15219E+01    333  0.00000E+00      0.000
      69.0000  0.00000E+00  0.14693E+00 -0.29989E-06  0.14693E+00 -0.22364E-01 -0.83229E+01  0.40643E+01 -0.83252E+01  0.40643E+01 -0.10021E+01 -0.26684E+03 -0.26346E+03 -0.36976E+03  0.00000E+00  0.90609E-04  0.15887E+02  0.98400E+01  0.15219E+01    336  0.00000E+00      0.000
      70.0000  0.44714E-01  0.15495E+00  0.44714E-01  0.15495E+00 -0.22954E-01 -0.82782E+01  0.42192E+01 -0.82806E+01  0.42192E+01 -0.10248E+01 -0.31324E+03 -0.29481E+03 -0.36740E+03  0.00000E+00  0.90609E-04  0.15668E+02  0.98400E+01  0.15665E+01    338  0.00000E+00      0.000
      71.0000  0.63588E-01  0.16672E+00  0.63588E-01  0.16672E+00 -0.24208E-01 -0.82146E+01  0.43860E+01 -0.82171E+01  0.43860E+01 -0.10487E+01 -0.36718E+03 -0.32993E+03 -0.36251E+03  0.00000E+00  0.90609E-04  0.15420E+02  0.98400E+01  0.16300E+01    340  0.00000E+00      0.000
      72.0000  0.64251E-01  0.17899E+00  0.63944E-01  0.17899E+00 -0.25711E-01 -0.81504E+01  0.45650E+01 -0.81532E+01  0.45650E+01 -0.10744E+01 -0.42121E+03 -0.36519E+03 -0.35680E+03  0.00000E+00  0.90609E-04  0.15163E+02  0.98400E+01  0.16939E+01    341  0.00000E+00      0.000
      73.0000  0.34507E-01  0.20787E+00  0.33785E-01  0.20787E+00 -0.26957E-01 -0.81159E+01  0.47728E+01 -0.81194E+01  0.47728E+01 -0.11014E+01 -0.46226E+03 -0.39890E+03 -0.35200E+03  0.00000E+00  0.90609E-04  0.14923E+02  0.98400E+01  0.17277E+01    342  0.00000E+00      0.000
      74.0000  0.46431E-01  0.17183E+00  0.47332E-01  0.17183E+00 -0.27780E-01 -0.80694E+01  0.49447E+01 -0.80721E+01  0.49447E+01 -0.11292E+01 -0.54309E+03 -0.44389E+03 -0.34841E+03  0.00000E+00  0.90609E-04  0.14641E+02  0.98400E+01  0.17751E+01    343  0.00000E+00      0.000
      75.0000  0.49194E-01  0.17992E+00  0.48992E-01  0.17992E+00 -0.28364E-01 -0.80202E+01  0.51246E+01 -0.80231E+01  0.51246E+01 -0.11575E+01 -0.62493E+03 -0.48570E+03 -0.34652E+03  0.00000E+00  0.90609E-04  0.14392E+02  0.98400E+01  0.18240E+01    344  0.00000E+00      0.000
      76.0000  0.67360E-02  0.17862E+00  0.67684E-02  0.17862E+00 -0.28457E-01 -0.80135E+01  0.53032E+01 -0.80163E+01  0.53032E+01 -0.11860E+01 -0.64453E+03 -0.52036E+03 -0.34575E+03  0.00000E+00  0.90609E-04  0.14176E+02  0.98400E+01  0.18308E+01    345  0.00000E+00      0.000
      77.0000  0.00000E+00  0.22172E+00 -0.10773E-02  0.22171E+00 -0.28378E-01 -0.80135E+01  0.55249E+01 -0.80174E+01  0.55249E+01 -0.12143E+01 -0.68741E+03 -0.55641E+03 -0.34637E+03  0.00000E+00  0.90609E-04  0.13969E+02  0.98400E+01  0.18308E+01    346  0.00000E+00      0.000
      78.0000 -0.35000E+01  0.93410E-02 -0.35000E+01  0.93410E-02 -0.28074E-01 -0.11514E+02  0.55342E+01 -0.11517E+02  0.55342E+01 -0.12426E+01 -0.94908E+02 -0.14728E+03 -0.34733E+03  0.00000E+00  0.14370E-03  0.17430E+02  0.13340E+02  0.18308E+01    377  0.00000E+00      0.000
      79.0000 -0.91000E+00  0.66325E-01 -0.91000E+00  0.66325E-01 -0.27635E-01 -0.12424E+02  0.56006E+01 -0.12427E+02  0.56006E+01 -0.12704E+01 -0.13314E+03 -0.14981E+03 -0.34906E+03  0.00000E+00  0.15793E-03  0.18246E+02  0.14250E+02  0.18308E+01    390  0.00000E+00      0.000
