 ******* Program HYDRUS
 ******* None                                                                    
 Date:   0.**.    Time: ***:**:**
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     173.0000  0.00000E+00  0.46857E+00 -0.43639E-09  0.82094E-01 -0.10953E-01 -0.31993E+02  0.35402E+02 -0.32026E+02  0.30193E+02 -0.45238E+01 -0.80201E+04 -0.53389E+04 -0.46279E+03  0.00000E+00  0.21428E-02  0.10008E+02  0.34411E+02  0.24011E+01   1141  0.00000E+00      0.000
     174.0000 -0.31000E+00  0.25838E+00 -0.31000E+00  0.12125E+00 -0.10647E-01 -0.32303E+02  0.35660E+02 -0.32336E+02  0.30287E+02 -0.45346E+01 -0.67149E+03 -0.40257E+04 -0.46592E+03  0.00000E+00  0.22221E-02  0.10217E+02  0.34721E+02  0.24011E+01   1164  0.00000E+00      0.000
     175.0000  0.00000E+00  0.50719E+00  0.69953E-03  0.22125E+00 -0.10305E-01 -0.32303E+02  0.36167E+02 -0.32336E+02  0.30527E+02 -0.45451E+01 -0.23127E+04 -0.42930E+04 -0.46947E+03  0.00000E+00  0.22221E-02  0.99755E+01  0.34721E+02  0.24014E+01   1171  0.00000E+00      0.000
     176.0000  0.00000E+00  0.53619E+00  0.27455E-02  0.13293E+00 -0.99299E-02 -0.32303E+02  0.36704E+02 -0.32334E+02  0.30695E+02 -0.45551E+01 -0.54592E+04 -0.51566E+04 -0.47336E+03  0.00000E+00  0.22221E-02  0.97682E+01  0.34721E+02  0.24034E+01   1174  0.00000E+00      0.000
     177.0000 -0.20000E-01  0.22345E+00 -0.20085E-01  0.57120E-01 -0.95300E-02 -0.32323E+02  0.36927E+02 -0.32354E+02  0.30752E+02 -0.45648E+01 -0.33603E+04 -0.51325E+04 -0.47751E+03  0.85248E-04  0.23790E-02  0.97208E+01  0.34741E+02  0.24034E+01   1187  0.00000E+00      0.000
     178.0000 -0.62000E+00  0.19639E+00 -0.62000E+00  0.11772E+00 -0.91003E-02 -0.32943E+02  0.37123E+02 -0.32974E+02  0.30840E+02 -0.45741E+01 -0.39970E+03 -0.34044E+04 -0.48197E+03  0.00000E+00  0.23882E-02  0.10246E+02  0.35361E+02  0.24034E+01   1216  0.00000E+00      0.000
     179.0000 -0.47000E+00  0.39320E+00 -0.47000E+00  0.30088E+00 -0.86482E-02 -0.33413E+02  0.37517E+02 -0.33444E+02  0.31115E+02 -0.45830E+01 -0.39288E+03 -0.26026E+04 -0.48737E+03  0.00000E+00  0.24374E-02  0.10439E+02  0.35831E+02  0.24034E+01   1231  0.00000E+00      0.000
     180.0000  0.00000E+00  0.38886E+00  0.30325E-07  0.31485E+00 -0.84201E-02 -0.33413E+02  0.37906E+02 -0.33444E+02  0.31427E+02 -0.45915E+01 -0.93024E+03 -0.25454E+04 -0.49368E+03  0.00000E+00  0.24374E-02  0.10121E+02  0.35831E+02  0.24034E+01   1237  0.00000E+00      0.000
     181.0000 -0.67000E+00  0.39749E+00 -0.67000E+00  0.32531E+00 -0.82047E-02 -0.34083E+02  0.38303E+02 -0.34114E+02  0.31748E+02 -0.45998E+01 -0.33522E+03 -0.23439E+04 -0.49964E+03  0.00000E+00  0.24396E-02  0.10462E+02  0.36501E+02  0.24034E+01   1254  0.00000E+00      0.000
     182.0000  0.00000E+00  0.52920E+00 -0.79506E-08  0.43842E+00 -0.79948E-02 -0.34083E+02  0.38832E+02 -0.34115E+02  0.32188E+02 -0.46079E+01 -0.90355E+03 -0.25061E+04 -0.50543E+03  0.00000E+00  0.24396E-02  0.10030E+02  0.36501E+02  0.24034E+01   1260  0.00000E+00      0.000
     183.0000  0.00000E+00  0.38039E+00  0.22898E-03  0.28252E+00 -0.77897E-02 -0.34083E+02  0.39213E+02 -0.34113E+02  0.32484E+02 -0.46157E+01 -0.16565E+04 -0.30985E+04 -0.51110E+03  0.00000E+00  0.24396E-02  0.96741E+01  0.36501E+02  0.24048E+01   1263  0.00000E+00      0.000
     184.0000 -0.19000E+00  0.45602E+00 -0.19000E+00  0.27495E+00 -0.75882E-02 -0.34273E+02  0.39669E+02 -0.34303E+02  0.32787E+02 -0.46234E+01 -0.81960E+03 -0.37518E+04 -0.51668E+03  0.00000E+00  0.24608E-02  0.95453E+01  0.36691E+02  0.24048E+01   1276  0.00000E+00      0.000
     185.0000 -0.26100E+01  0.47104E-01 -0.26100E+01  0.46335E-01 -0.73897E-02 -0.36883E+02  0.39716E+02 -0.36913E+02  0.32824E+02 -0.46309E+01 -0.13455E+03 -0.87424E+03 -0.52216E+03  0.00000E+00  0.25630E-02  0.12108E+02  0.39301E+02  0.24048E+01   1332  0.00000E+00      0.000
     186.0000 -0.30000E-01  0.38712E+00 -0.30000E-01  0.38712E+00 -0.71948E-02 -0.36913E+02  0.40103E+02 -0.36943E+02  0.33211E+02 -0.46382E+01 -0.34685E+03 -0.50760E+03 -0.52755E+03  0.00000E+00  0.26480E-02  0.11748E+02  0.39331E+02  0.24048E+01   1351  0.00000E+00      0.000
     187.0000  0.00000E+00  0.33152E+00  0.40545E-08  0.33152E+00 -0.70035E-02 -0.36913E+02  0.40434E+02 -0.36943E+02  0.33542E+02 -0.46452E+01 -0.50091E+03 -0.58089E+03 -0.53283E+03  0.00000E+00  0.26480E-02  0.11400E+02  0.39331E+02  0.24050E+01   1355  0.00000E+00      0.000
     188.0000 -0.60000E-01  0.43839E+00 -0.60000E-01  0.43839E+00 -0.68151E-02 -0.36973E+02  0.40873E+02 -0.37003E+02  0.33980E+02 -0.46521E+01 -0.63420E+03 -0.72757E+03 -0.53804E+03  0.00000E+00  0.26747E-02  0.11016E+02  0.39391E+02  0.24050E+01   1368  0.00000E+00      0.000
     189.0000 -0.30000E-01  0.44204E+00 -0.30000E-01  0.44204E+00 -0.66296E-02 -0.37003E+02  0.41315E+02 -0.37033E+02  0.34423E+02 -0.46588E+01 -0.92972E+03 -0.96534E+03 -0.54316E+03  0.00000E+00  0.26756E-02  0.10597E+02  0.39421E+02  0.24050E+01   1381  0.00000E+00      0.000
     190.0000 -0.18900E+01  0.42286E+00 -0.18900E+01  0.42286E+00 -0.64483E-02 -0.38893E+02  0.41738E+02 -0.38923E+02  0.34845E+02 -0.46654E+01 -0.16518E+03 -0.53170E+03 -0.54818E+03  0.00000E+00  0.26804E-02  0.12058E+02  0.41311E+02  0.24050E+01   1409  0.00000E+00      0.000
     191.0000 -0.22700E+01  0.24013E+00 -0.22700E+01  0.24013E+00 -0.62721E-02 -0.41163E+02  0.41978E+02 -0.41193E+02  0.35086E+02 -0.46717E+01 -0.12021E+03 -0.20221E+03 -0.55305E+03  0.00000E+00  0.30531E-02  0.14066E+02  0.43581E+02  0.24050E+01   1419  0.00000E+00      0.000
     192.0000  0.00000E+00  0.36512E+00 -0.20180E-06  0.36512E+00 -0.61026E-02 -0.41163E+02  0.42343E+02 -0.41193E+02  0.35451E+02 -0.46779E+01 -0.24678E+03 -0.25898E+03 -0.55773E+03  0.00000E+00  0.30531E-02  0.13709E+02  0.43581E+02  0.24050E+01   1426  0.00000E+00      0.000
     193.0000 -0.77451E-01  0.39133E+00 -0.77451E-01  0.39133E+00 -0.59412E-02 -0.41240E+02  0.42734E+02 -0.41271E+02  0.35842E+02 -0.46839E+01 -0.30828E+03 -0.31998E+03 -0.56219E+03  0.00000E+00  0.30596E-02  0.13389E+02  0.43661E+02  0.24075E+01   1439  0.00000E+00      0.000
     194.0000  0.00000E+00  0.46122E+00  0.16527E-06  0.46122E+00 -0.58006E-02 -0.41240E+02  0.43195E+02 -0.41271E+02  0.36303E+02 -0.46898E+01 -0.43222E+03 -0.40295E+03 -0.56606E+03  0.00000E+00  0.30596E-02  0.12940E+02  0.43661E+02  0.24075E+01   1442  0.00000E+00      0.000
     195.0000  0.14237E-01  0.52913E+00  0.14237E-01  0.52913E+00 -0.57221E-02 -0.41226E+02  0.43725E+02 -0.41257E+02  0.36832E+02 -0.46955E+01 -0.63747E+03 -0.52851E+03 -0.56837E+03  0.00000E+00  0.30596E-02  0.12413E+02  0.43661E+02  0.24212E+01   1444  0.00000E+00      0.000
     196.0000  0.00000E+00  0.56144E+00  0.12435E-07  0.56144E+00 -0.57154E-02 -0.41226E+02  0.44286E+02 -0.41258E+02  0.37394E+02 -0.47012E+01 -0.10058E+04 -0.73078E+03 -0.56850E+03  0.00000E+00  0.30596E-02  0.11862E+02  0.43661E+02  0.24212E+01   1446  0.00000E+00      0.000
     197.0000  0.11772E-01  0.57883E+00  0.19338E-01  0.45535E+00 -0.58042E-02 -0.41214E+02  0.44865E+02 -0.41238E+02  0.37849E+02 -0.47070E+01 -0.24304E+04 -0.11668E+04 -0.56604E+03  0.00000E+00  0.30596E-02  0.11283E+02  0.43661E+02  0.24405E+01   1447  0.00000E+00      0.000
     198.0000  0.00000E+00  0.56550E+00  0.29253E-02  0.33820E+00 -0.59395E-02 -0.41214E+02  0.45430E+02 -0.41235E+02  0.38187E+02 -0.47129E+01 -0.38092E+04 -0.18271E+04 -0.56229E+03  0.00000E+00  0.30596E-02  0.10822E+02  0.43661E+02  0.24435E+01   1448  0.00000E+00      0.000
     199.0000  0.58660E-02  0.56150E+00  0.90119E-02  0.25517E+00 -0.60917E-02 -0.41208E+02  0.45992E+02 -0.41226E+02  0.38442E+02 -0.47190E+01 -0.73674E+04 -0.26628E+04 -0.55810E+03  0.00000E+00  0.30596E-02  0.10472E+02  0.43661E+02  0.24525E+01   1449  0.00000E+00      0.000
     200.0000  0.55080E-02  0.53543E+00  0.59064E-02  0.19456E+00 -0.62344E-02 -0.41203E+02  0.46527E+02 -0.41221E+02  0.38637E+02 -0.47253E+01 -0.11145E+05 -0.34745E+04 -0.55412E+03  0.00000E+00  0.30596E-02  0.10205E+02  0.43661E+02  0.24584E+01   1450  0.00000E+00      0.000
     201.0000  0.00000E+00  0.57291E+00 -0.11713E-09  0.16508E+00 -0.63601E-02 -0.41203E+02  0.47100E+02 -0.41221E+02  0.38802E+02 -0.47316E+01 -0.91546E+04 -0.40181E+04 -0.55082E+03  0.00000E+00  0.30596E-02  0.10004E+02  0.43661E+02  0.24584E+01   1451  0.00000E+00      0.000
     202.0000  0.00000E+00  0.53378E+00 -0.33907E-09  0.13192E+00 -0.64452E-02 -0.41203E+02  0.47634E+02 -0.41221E+02  0.38934E+02 -0.47381E+01 -0.90023E+04 -0.45108E+04 -0.54825E+03  0.00000E+00  0.30596E-02  0.98324E+01  0.43661E+02  0.24584E+01   1452  0.00000E+00      0.000
     203.0000  0.00000E+00  0.51618E+00  0.12992E-08  0.11120E+00 -0.65101E-02 -0.41203E+02  0.48150E+02 -0.41221E+02  0.39045E+02 -0.47446E+01 -0.85801E+04 -0.48379E+04 -0.54671E+03  0.00000E+00  0.30596E-02  0.96940E+01  0.43661E+02  0.24584E+01   1453  0.00000E+00      0.000
     204.0000  0.00000E+00  0.48508E+00 -0.11244E-10  0.93652E-01 -0.65353E-02 -0.41203E+02  0.48635E+02 -0.41221E+02  0.39139E+02 -0.47511E+01 -0.84165E+04 -0.51061E+04 -0.54594E+03  0.00000E+00  0.30596E-02  0.95762E+01  0.43661E+02  0.24584E+01   1454  0.00000E+00      0.000
     205.0000 -0.81000E+00  0.34067E+00 -0.81000E+00  0.22415E+00 -0.65433E-02 -0.42013E+02  0.48976E+02 -0.42031E+02  0.39308E+02 -0.47577E+01 -0.34383E+03 -0.30505E+04 -0.54557E+03  0.00000E+00  0.30955E-02  0.10215E+02  0.44471E+02  0.24584E+01   1493  0.00000E+00      0.000
     206.0000  0.37830E-02  0.48829E+00  0.37830E-02  0.35249E+00 -0.65250E-02 -0.42009E+02  0.49464E+02 -0.42027E+02  0.39658E+02 -0.47642E+01 -0.11068E+04 -0.29923E+04 -0.54608E+03  0.00000E+00  0.30955E-02  0.98612E+01  0.44471E+02  0.24620E+01   1503  0.00000E+00      0.000
     207.0000  0.47830E-02  0.51374E+00  0.68065E-02  0.26107E+00 -0.64795E-02 -0.42004E+02  0.49978E+02 -0.42021E+02  0.39962E+02 -0.47707E+01 -0.26309E+04 -0.39274E+04 -0.54733E+03  0.00000E+00  0.30955E-02  0.94981E+01  0.44471E+02  0.24678E+01   1506  0.00000E+00      0.000
     208.0000 -0.10000E-01  0.44690E+00 -0.95435E-02  0.15411E+00 -0.64176E-02 -0.42014E+02  0.50425E+02 -0.42031E+02  0.40155E+02 -0.47771E+01 -0.36767E+04 -0.48503E+04 -0.54905E+03  0.45654E-03  0.33975E-02  0.92952E+01  0.44480E+02  0.24678E+01   1519  0.00000E+00      0.000
     209.0000 -0.50000E+00  0.43960E+00 -0.50000E+00  0.22283E+00 -0.63388E-02 -0.42514E+02  0.50864E+02 -0.42531E+02  0.40344E+02 -0.47835E+01 -0.48447E+03 -0.40436E+04 -0.55121E+03  0.00000E+00  0.34331E-02  0.96044E+01  0.44980E+02  0.24678E+01   1543  0.00000E+00      0.000
     210.0000 -0.80000E-01  0.34604E+00 -0.80000E-01  0.20150E+00 -0.62462E-02 -0.42594E+02  0.51210E+02 -0.42611E+02  0.40538E+02 -0.47898E+01 -0.89833E+03 -0.37895E+04 -0.55377E+03  0.00000E+00  0.34565E-02  0.94857E+01  0.45060E+02  0.24678E+01   1556  0.00000E+00      0.000
     211.0000 -0.40000E+01  0.55848E-01 -0.40000E+01  0.55848E-01 -0.61428E-02 -0.46594E+02  0.51266E+02 -0.46611E+02  0.40585E+02 -0.47960E+01 -0.98592E+02 -0.36630E+03 -0.55663E+03  0.00000E+00  0.35290E-02  0.13431E+02  0.49060E+02  0.24678E+01   1629  0.00000E+00      0.000
     212.0000  0.44610E-02  0.39679E+00  0.44604E-02  0.39679E+00 -0.60298E-02 -0.46590E+02  0.51663E+02 -0.46607E+02  0.40982E+02 -0.48021E+01 -0.26327E+03 -0.29009E+03 -0.55975E+03  0.00000E+00  0.35290E-02  0.13034E+02  0.49060E+02  0.24721E+01   1644  0.00000E+00      0.000
     213.0000  0.31752E-01  0.43126E+00  0.31752E-01  0.43126E+00 -0.59091E-02 -0.46558E+02  0.52094E+02 -0.46575E+02  0.41413E+02 -0.48080E+01 -0.38675E+03 -0.37968E+03 -0.56309E+03  0.00000E+00  0.35290E-02  0.12572E+02  0.49060E+02  0.25037E+01   1648  0.00000E+00      0.000
     214.0000  0.28959E-01  0.43937E+00  0.28959E-01  0.43937E+00 -0.57854E-02 -0.46529E+02  0.52534E+02 -0.46546E+02  0.41853E+02 -0.48139E+01 -0.55701E+03 -0.49236E+03 -0.56651E+03  0.00000E+00  0.35290E-02  0.12102E+02  0.49060E+02  0.25326E+01   1650  0.00000E+00      0.000
     215.0000 -0.93000E+00  0.13893E+00 -0.93000E+00  0.13893E+00 -0.56654E-02 -0.47459E+02  0.52673E+02 -0.47476E+02  0.41992E+02 -0.48196E+01 -0.21236E+03 -0.35500E+03 -0.56983E+03  0.00000E+00  0.36041E-02  0.12885E+02  0.49990E+02  0.25326E+01   1665  0.00000E+00      0.000
     216.0000  0.00000E+00  0.40465E+00  0.39380E-07  0.40465E+00 -0.55621E-02 -0.47459E+02  0.53077E+02 -0.47477E+02  0.42396E+02 -0.48252E+01 -0.38341E+03 -0.41236E+03 -0.57266E+03  0.00000E+00  0.36041E-02  0.12519E+02  0.49990E+02  0.25326E+01   1669  0.00000E+00      0.000
     217.0000  0.91980E-02  0.45022E+00  0.91980E-02  0.45022E+00 -0.54919E-02 -0.47450E+02  0.53528E+02 -0.47468E+02  0.42847E+02 -0.48307E+01 -0.56094E+03 -0.52305E+03 -0.57456E+03  0.00000E+00  0.36041E-02  0.12069E+02  0.49990E+02  0.25414E+01   1671  0.00000E+00      0.000
     218.0000  0.30999E-01  0.44242E+00  0.30999E-01  0.44242E+00 -0.54569E-02 -0.47419E+02  0.53970E+02 -0.47437E+02  0.43289E+02 -0.48361E+01 -0.91870E+03 -0.69394E+03 -0.57563E+03  0.00000E+00  0.36041E-02  0.11586E+02  0.49990E+02  0.25725E+01   1673  0.00000E+00      0.000
     219.0000 -0.26000E+00  0.41815E+00 -0.26000E+00  0.41815E+00 -0.54473E-02 -0.47679E+02  0.54388E+02 -0.47697E+02  0.43707E+02 -0.48416E+01 -0.52694E+03 -0.75070E+03 -0.57587E+03  0.00000E+00  0.36102E-02  0.11422E+02  0.50250E+02  0.25725E+01   1686  0.00000E+00      0.000
     220.0000  0.00000E+00  0.33539E+00 -0.47162E-08  0.33539E+00 -0.54700E-02 -0.47679E+02  0.54724E+02 -0.47697E+02  0.44042E+02 -0.48470E+01 -0.10148E+04 -0.93438E+03 -0.57524E+03  0.00000E+00  0.36102E-02  0.11061E+02  0.50250E+02  0.25730E+01   1690  0.00000E+00      0.000
     221.0000 -0.37000E+00  0.29479E+00 -0.37000E+00  0.29479E+00 -0.55130E-02 -0.48049E+02  0.55018E+02 -0.48067E+02  0.44337E+02 -0.48525E+01 -0.45509E+03 -0.87929E+03 -0.57406E+03  0.00000E+00  0.36203E-02  0.11130E+02  0.50620E+02  0.25730E+01   1703  0.00000E+00      0.000
     222.0000 -0.46000E+00  0.15935E+00 -0.46000E+00  0.15935E+00 -0.55655E-02 -0.48509E+02  0.55178E+02 -0.48526E+02  0.44497E+02 -0.48581E+01 -0.35100E+03 -0.72565E+03 -0.57260E+03  0.00000E+00  0.41847E-02  0.11403E+02  0.51080E+02  0.25730E+01   1707  0.00000E+00      0.000
     223.0000 -0.94000E+00  0.14809E+00 -0.94000E+00  0.14809E+00 -0.56169E-02 -0.49449E+02  0.55326E+02 -0.49466E+02  0.44645E+02 -0.48637E+01 -0.21897E+03 -0.48979E+03 -0.57119E+03  0.00000E+00  0.41875E-02  0.12189E+02  0.52020E+02  0.25730E+01   1721  0.00000E+00      0.000
     224.0000 -0.20000E-01  0.27581E+00 -0.20000E-01  0.27581E+00 -0.56591E-02 -0.49469E+02  0.55602E+02 -0.49486E+02  0.44921E+02 -0.48693E+01 -0.40868E+03 -0.49781E+03 -0.57002E+03  0.00000E+00  0.42195E-02  0.11929E+02  0.52040E+02  0.25730E+01   1734  0.00000E+00      0.000
     225.0000 -0.14283E-01  0.39419E+00 -0.14283E-01  0.39419E+00 -0.56869E-02 -0.49483E+02  0.55996E+02 -0.49501E+02  0.45315E+02 -0.48750E+01 -0.58143E+03 -0.60532E+03 -0.56925E+03  0.00000E+00  0.42491E-02  0.11544E+02  0.52060E+02  0.25787E+01   1747  0.00000E+00      0.000
     226.0000  0.00000E+00  0.43790E+00 -0.39571E-08  0.43790E+00 -0.56977E-02 -0.49483E+02  0.56434E+02 -0.49501E+02  0.45753E+02 -0.48807E+01 -0.89082E+03 -0.79459E+03 -0.56896E+03  0.00000E+00  0.42491E-02  0.11111E+02  0.52060E+02  0.25787E+01   1750  0.00000E+00      0.000
     227.0000  0.27677E-01  0.45481E+00  0.28582E-01  0.45159E+00 -0.56923E-02 -0.49455E+02  0.56888E+02 -0.49473E+02  0.46205E+02 -0.48864E+01 -0.20171E+04 -0.11552E+04 -0.56909E+03  0.00000E+00  0.42491E-02  0.10629E+02  0.52060E+02  0.26068E+01   1752  0.00000E+00      0.000
     228.0000  0.40259E-01  0.45367E+00  0.43708E-01  0.36909E+00 -0.56764E-02 -0.49415E+02  0.57342E+02 -0.49427E+02  0.46600E+02 -0.48921E+01 -0.28349E+05 -0.24126E+04 -0.56953E+03  0.00000E+00  0.42491E-02  0.10147E+02  0.52060E+02  0.26523E+01   1754  0.00000E+00      0.000
     229.0000 -0.20000E+01  0.33770E+00 -0.20000E+01  0.33770E+00 -0.56528E-02 -0.51415E+02  0.57680E+02 -0.51427E+02  0.46925E+02 -0.48977E+01 -0.17030E+03 -0.68225E+03 -0.57018E+03  0.00000E+00  0.42684E-02  0.11817E+02  0.54060E+02  0.26523E+01   1810  0.00000E+00      0.000
     230.0000 -0.20423E-01  0.35705E+00 -0.20423E-01  0.35705E+00 -0.56216E-02 -0.51436E+02  0.58037E+02 -0.51448E+02  0.47282E+02 -0.49034E+01 -0.41990E+03 -0.59666E+03 -0.57105E+03  0.00000E+00  0.42732E-02  0.11475E+02  0.54100E+02  0.26719E+01   1824  0.00000E+00      0.000
     231.0000  0.14949E-01  0.32828E+00  0.14949E-01  0.32828E+00 -0.55824E-02 -0.51421E+02  0.58365E+02 -0.51433E+02  0.47610E+02 -0.49090E+01 -0.63199E+03 -0.69541E+03 -0.57213E+03  0.00000E+00  0.42732E-02  0.11119E+02  0.54100E+02  0.26870E+01   1827  0.00000E+00      0.000
     232.0000 -0.18400E+01  0.10320E+00 -0.18400E+01  0.10320E+00 -0.55371E-02 -0.53261E+02  0.58468E+02 -0.53272E+02  0.47714E+02 -0.49145E+01 -0.15012E+03 -0.34490E+03 -0.57337E+03  0.00000E+00  0.43295E-02  0.12848E+02  0.55940E+02  0.26870E+01   1849  0.00000E+00      0.000
     233.0000  0.00000E+00  0.32381E+00 -0.12865E-06  0.32381E+00 -0.54847E-02 -0.53261E+02  0.58792E+02 -0.53273E+02  0.48037E+02 -0.49200E+01 -0.31180E+03 -0.35501E+03 -0.57483E+03  0.00000E+00  0.43295E-02  0.12543E+02  0.55940E+02  0.26870E+01   1856  0.00000E+00      0.000
     234.0000 -0.22500E+01  0.38161E+00 -0.22500E+01  0.38161E+00 -0.54251E-02 -0.55511E+02  0.59174E+02 -0.55523E+02  0.48419E+02 -0.49255E+01 -0.12282E+03 -0.19551E+03 -0.57647E+03  0.00000E+00  0.43439E-02  0.14407E+02  0.58190E+02  0.26870E+01   1873  0.00000E+00      0.000
     235.0000 -0.11400E+01  0.18803E+00 -0.11400E+01  0.18803E+00 -0.53596E-02 -0.56651E+02  0.59362E+02 -0.56663E+02  0.48607E+02 -0.49309E+01 -0.13889E+03 -0.17240E+03 -0.57828E+03  0.00000E+00  0.43923E-02  0.15351E+02  0.59330E+02  0.26870E+01   1886  0.00000E+00      0.000
     236.0000  0.27197E-01  0.34622E+00  0.27197E-01  0.34622E+00 -0.52970E-02 -0.56623E+02  0.59708E+02 -0.56637E+02  0.48953E+02 -0.49362E+01 -0.23095E+03 -0.22696E+03 -0.58001E+03  0.00000E+00  0.43923E-02  0.15012E+02  0.59330E+02  0.27133E+01   1890  0.00000E+00      0.000
     237.0000  0.47700E-03  0.31270E+00  0.47704E-03  0.31270E+00 -0.53390E-02 -0.56623E+02  0.60021E+02 -0.56636E+02  0.49266E+02 -0.49415E+01 -0.28550E+03 -0.27434E+03 -0.57917E+03  0.00000E+00  0.43923E-02  0.14682E+02  0.59340E+02  0.27240E+01   1892  0.00000E+00      0.000
     238.0000  0.92490E-02  0.39081E+00  0.92488E-02  0.39081E+00 -0.55761E-02 -0.56614E+02  0.60412E+02 -0.56628E+02  0.49657E+02 -0.49470E+01 -0.35412E+03 -0.32667E+03 -0.57205E+03  0.00000E+00  0.43923E-02  0.14316E+02  0.59340E+02  0.27323E+01   1894  0.00000E+00      0.000
     239.0000  0.17070E-01  0.37098E+00  0.17566E-01  0.37098E+00 -0.61963E-02 -0.56597E+02  0.60783E+02 -0.56610E+02  0.50028E+02 -0.49532E+01 -0.44601E+03 -0.39134E+03 -0.55595E+03  0.00000E+00  0.43923E-02  0.13902E+02  0.59340E+02  0.27498E+01   1895  0.00000E+00      0.000
     240.0000 -0.13000E+00  0.24054E+00 -0.13000E+00  0.24054E+00 -0.68896E-02 -0.56727E+02  0.61023E+02 -0.56740E+02  0.50268E+02 -0.49598E+01 -0.39438E+03 -0.40612E+03 -0.53606E+03  0.00000E+00  0.44249E-02  0.13783E+02  0.59470E+02  0.27498E+01   1908  0.00000E+00      0.000
     241.0000 -0.11800E+01  0.62330E-01 -0.11800E+01  0.62330E-01 -0.77150E-02 -0.57907E+02  0.61085E+02 -0.57920E+02  0.50331E+02 -0.49671E+01 -0.17241E+03 -0.26048E+03 -0.51328E+03  0.00000E+00  0.44695E-02  0.14892E+02  0.60650E+02  0.27498E+01   1923  0.00000E+00      0.000
     242.0000 -0.69000E+00  0.34808E-01 -0.69000E+00  0.34808E-01 -0.84701E-02 -0.58597E+02  0.61120E+02 -0.58610E+02  0.50365E+02 -0.49753E+01 -0.17568E+03 -0.21880E+03 -0.49244E+03  0.00000E+00  0.44763E-02  0.15539E+02  0.61340E+02  0.27498E+01   1936  0.00000E+00      0.000
     243.0000  0.00000E+00  0.12010E+00  0.28969E-06  0.12010E+00 -0.95131E-02 -0.58597E+02  0.61240E+02 -0.58611E+02  0.50486E+02 -0.49843E+01 -0.24589E+03 -0.24859E+03 -0.47776E+03  0.00000E+00  0.44763E-02  0.15431E+02  0.61340E+02  0.27498E+01   1940  0.00000E+00      0.000
     244.0000 -0.61898E-01  0.26963E+00 -0.61898E-01  0.26963E+00 -0.10861E-01 -0.58658E+02  0.61510E+02 -0.58673E+02  0.50755E+02 -0.49946E+01 -0.28694E+03 -0.28590E+03 -0.46375E+03  0.00000E+00  0.45137E-02  0.15214E+02  0.61410E+02  0.27579E+01   1953  0.00000E+00      0.000
     245.0000  0.23198E-01  0.26016E+00  0.23198E-01  0.26016E+00 -0.12368E-01 -0.58635E+02  0.61770E+02 -0.58649E+02  0.51015E+02 -0.50065E+01 -0.35500E+03 -0.32902E+03 -0.44809E+03  0.00000E+00  0.45137E-02  0.14917E+02  0.61410E+02  0.27812E+01   1956  0.00000E+00      0.000
     246.0000 -0.70000E-01  0.31391E+00 -0.70000E-01  0.31391E+00 -0.13970E-01 -0.58705E+02  0.62084E+02 -0.58719E+02  0.51329E+02 -0.50197E+01 -0.37484E+03 -0.36619E+03 -0.43148E+03  0.00000E+00  0.45271E-02  0.14660E+02  0.61480E+02  0.27812E+01   1969  0.00000E+00      0.000
     247.0000 -0.22600E+01  0.87535E-01 -0.22600E+01  0.87535E-01 -0.15488E-01 -0.60965E+02  0.62172E+02 -0.60979E+02  0.51417E+02 -0.50345E+01 -0.11752E+03 -0.17246E+03 -0.41570E+03  0.00000E+00  0.45837E-02  0.16816E+02  0.63740E+02  0.27812E+01   1988  0.00000E+00      0.000
     248.0000 -0.10000E+00  0.15122E+00 -0.10000E+00  0.15122E+00 -0.16757E-01 -0.61065E+02  0.62323E+02 -0.61079E+02  0.51568E+02 -0.50508E+01 -0.19969E+03 -0.20487E+03 -0.40252E+03  0.00000E+00  0.45997E-02  0.16749E+02  0.63840E+02  0.27812E+01   2001  0.00000E+00      0.000
     249.0000 -0.45000E+00  0.58143E-01 -0.45000E+00  0.58143E-01 -0.18005E-01 -0.61515E+02  0.62381E+02 -0.61529E+02  0.51626E+02 -0.50682E+01 -0.18028E+03 -0.19939E+03 -0.38952E+03  0.00000E+00  0.46229E-02  0.17122E+02  0.64290E+02  0.27812E+01   2014  0.00000E+00      0.000
     250.0000 -0.27500E+01  0.54197E-01 -0.27500E+01  0.54197E-01 -0.21213E-01 -0.64265E+02  0.62435E+02 -0.64279E+02  0.51680E+02 -0.50877E+01 -0.92240E+02 -0.11257E+03 -0.37439E+03  0.00000E+00  0.46239E-02  0.19799E+02  0.67040E+02  0.27812E+01   2029  0.00000E+00      0.000
     251.0000  0.15407E-01  0.23640E+00  0.15408E-01  0.23640E+00 -0.28856E-01 -0.64250E+02  0.62671E+02 -0.64265E+02  0.51917E+02 -0.51130E+01 -0.16677E+03 -0.15829E+03 -0.34382E+03  0.00000E+00  0.46239E-02  0.19552E+02  0.67040E+02  0.27959E+01   2034  0.00000E+00      0.000
