 ******* Program HYDRUS
 ******* Infiltration and drainage in a large caisson                            
 Date:   1. 1.    Time: ***: 0:**
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
     163.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.17405E-04  0.00000E+00 -0.13870E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.17405E-04    151  0.00000E+00      0.000
     164.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.17643E-04  0.00000E+00 -0.14061E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.17643E-04    153  0.00000E+00      0.000
     165.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.17881E-04  0.00000E+00 -0.14251E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.17881E-04    155  0.00000E+00      0.000
     166.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.18120E-04  0.00000E+00 -0.14442E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.18120E-04    157  0.00000E+00      0.000
     167.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.18358E-04  0.00000E+00 -0.14633E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.18358E-04    159  0.00000E+00      0.000
     168.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.18597E-04  0.00000E+00 -0.14824E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.18597E-04    161  0.00000E+00      0.000
     169.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.18835E-04  0.00000E+00 -0.15014E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.18835E-04    163  0.00000E+00      0.000
     170.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.19073E-04  0.00000E+00 -0.15205E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.19073E-04    165  0.00000E+00      0.000
     171.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.19312E-04  0.00000E+00 -0.15396E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.19312E-04    167  0.00000E+00      0.000
     172.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.19550E-04  0.00000E+00 -0.15587E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.19550E-04    169  0.00000E+00      0.000
     173.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.19789E-04  0.00000E+00 -0.15777E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.19789E-04    171  0.00000E+00      0.000
     174.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.20027E-04  0.00000E+00 -0.15968E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.20027E-04    173  0.00000E+00      0.000
     175.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.20266E-04  0.00000E+00 -0.16159E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.20266E-04    175  0.00000E+00      0.000
     176.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.20504E-04  0.00000E+00 -0.16350E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.20504E-04    177  0.00000E+00      0.000
     177.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.20742E-04  0.00000E+00 -0.16540E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.20742E-04    179  0.00000E+00      0.000
     178.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.20981E-04  0.00000E+00 -0.16731E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.20981E-04    181  0.00000E+00      0.000
     179.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.21219E-04  0.00000E+00 -0.16922E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.21219E-04    183  0.00000E+00      0.000
     180.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.21458E-04  0.00000E+00 -0.17113E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.21458E-04    185  0.00000E+00      0.000
     181.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.21696E-04  0.00000E+00 -0.17303E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.21696E-04    187  0.00000E+00      0.000
     182.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.21935E-04  0.00000E+00 -0.17494E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.21935E-04    189  0.00000E+00      0.000
     183.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.22173E-04  0.00000E+00 -0.17685E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.22173E-04    191  0.00000E+00      0.000
     184.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.22411E-04  0.00000E+00 -0.17875E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.22411E-04    193  0.00000E+00      0.000
     185.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.22650E-04  0.00000E+00 -0.18066E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.22650E-04    195  0.00000E+00      0.000
     186.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.22888E-04  0.00000E+00 -0.18257E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.22888E-04    197  0.00000E+00      0.000
     187.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.23127E-04  0.00000E+00 -0.18448E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.23127E-04    199  0.00000E+00      0.000
     188.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.23365E-04  0.00000E+00 -0.18638E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.23365E-04    201  0.00000E+00      0.000
     189.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.23603E-04  0.00000E+00 -0.18829E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.23603E-04    203  0.00000E+00      0.000
     190.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.23842E-04  0.00000E+00 -0.19020E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.23842E-04    205  0.00000E+00      0.000
     191.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.24080E-04  0.00000E+00 -0.19211E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.24080E-04    207  0.00000E+00      0.000
     192.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.24319E-04  0.00000E+00 -0.19401E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.24319E-04    209  0.00000E+00      0.000
     193.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.24557E-04  0.00000E+00 -0.19592E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.24557E-04    211  0.00000E+00      0.000
     194.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.24796E-04  0.00000E+00 -0.19783E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.24796E-04    213  0.00000E+00      0.000
     195.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.25034E-04  0.00000E+00 -0.19974E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.25034E-04    215  0.00000E+00      0.000
     196.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.25272E-04  0.00000E+00 -0.20164E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.25272E-04    217  0.00000E+00      0.000
     197.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.25511E-04  0.00000E+00 -0.20355E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.25511E-04    219  0.00000E+00      0.000
     198.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.25749E-04  0.00000E+00 -0.20546E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.25749E-04    221  0.00000E+00      0.000
     199.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.25988E-04  0.00000E+00 -0.20737E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.25988E-04    223  0.00000E+00      0.000
     200.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.26226E-04  0.00000E+00 -0.20927E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.26226E-04    225  0.00000E+00      0.000
     201.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.26464E-04  0.00000E+00 -0.21118E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.26464E-04    227  0.00000E+00      0.000
     202.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.26703E-04  0.00000E+00 -0.21309E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.26703E-04    229  0.00000E+00      0.000
     203.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.26941E-04  0.00000E+00 -0.21499E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.26941E-04    231  0.00000E+00      0.000
     204.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.27180E-04  0.00000E+00 -0.21690E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.27180E-04    233  0.00000E+00      0.000
     205.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.27418E-04  0.00000E+00 -0.21881E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.27418E-04    235  0.00000E+00      0.000
     206.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.27657E-04  0.00000E+00 -0.22072E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.27657E-04    237  0.00000E+00      0.000
     207.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.27895E-04  0.00000E+00 -0.22262E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.27895E-04    239  0.00000E+00      0.000
     208.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.28133E-04  0.00000E+00 -0.22453E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.28133E-04    241  0.00000E+00      0.000
     209.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.28372E-04  0.00000E+00 -0.22644E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.28372E-04    243  0.00000E+00      0.000
     210.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.28610E-04  0.00000E+00 -0.22835E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.28610E-04    245  0.00000E+00      0.000
     211.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.28849E-04  0.00000E+00 -0.23025E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.28849E-04    247  0.00000E+00      0.000
     212.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.29087E-04  0.00000E+00 -0.23216E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.29087E-04    249  0.00000E+00      0.000
     213.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.29325E-04  0.00000E+00 -0.23407E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.29325E-04    251  0.00000E+00      0.000
     214.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.29564E-04  0.00000E+00 -0.23598E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.29564E-04    253  0.00000E+00      0.000
     215.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.29802E-04  0.00000E+00 -0.23788E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.29802E-04    255  0.00000E+00      0.000
     216.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.30041E-04  0.00000E+00 -0.23979E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.30041E-04    257  0.00000E+00      0.000
     217.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.30279E-04  0.00000E+00 -0.24170E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.30279E-04    259  0.00000E+00      0.000
     218.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.30518E-04  0.00000E+00 -0.24360E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.30518E-04    261  0.00000E+00      0.000
     219.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.30756E-04  0.00000E+00 -0.24551E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.30756E-04    263  0.00000E+00      0.000
     220.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.30994E-04  0.00000E+00 -0.24742E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.30994E-04    265  0.00000E+00      0.000
     221.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.31233E-04  0.00000E+00 -0.24933E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.31233E-04    267  0.00000E+00      0.000
     222.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.31471E-04  0.00000E+00 -0.25123E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.31471E-04    269  0.00000E+00      0.000
     223.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.31710E-04  0.00000E+00 -0.25314E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.31710E-04    271  0.00000E+00      0.000
     224.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.31948E-04  0.00000E+00 -0.25505E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.31948E-04    273  0.00000E+00      0.000
     225.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.32187E-04  0.00000E+00 -0.25696E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.32187E-04    275  0.00000E+00      0.000
     226.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.32425E-04  0.00000E+00 -0.25886E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.32425E-04    277  0.00000E+00      0.000
     227.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.32663E-04  0.00000E+00 -0.26077E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.32663E-04    279  0.00000E+00      0.000
     228.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.32902E-04  0.00000E+00 -0.26268E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.32902E-04    281  0.00000E+00      0.000
     229.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.33140E-04  0.00000E+00 -0.26459E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.33140E-04    283  0.00000E+00      0.000
     230.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.33379E-04  0.00000E+00 -0.26649E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.33379E-04    285  0.00000E+00      0.000
     231.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.33617E-04  0.00000E+00 -0.26840E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.33617E-04    287  0.00000E+00      0.000
     232.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.33855E-04  0.00000E+00 -0.27031E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.33855E-04    289  0.00000E+00      0.000
     233.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.34094E-04  0.00000E+00 -0.27222E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.34094E-04    291  0.00000E+00      0.000
     234.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.34332E-04  0.00000E+00 -0.27412E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.34332E-04    293  0.00000E+00      0.000
     235.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.34571E-04  0.00000E+00 -0.27603E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.34571E-04    295  0.00000E+00      0.000
     236.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.34809E-04  0.00000E+00 -0.27794E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.34809E-04    297  0.00000E+00      0.000
     237.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.35048E-04  0.00000E+00 -0.27984E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.35048E-04    299  0.00000E+00      0.000
     238.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.35286E-04  0.00000E+00 -0.28175E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.35286E-04    301  0.00000E+00      0.000
     239.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.35524E-04  0.00000E+00 -0.28366E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.35524E-04    303  0.00000E+00      0.000
     240.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.35763E-04  0.00000E+00 -0.28557E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.35763E-04    305  0.00000E+00      0.000
     241.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.36001E-04  0.00000E+00 -0.28747E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.36001E-04    307  0.00000E+00      0.000
     242.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.36240E-04  0.00000E+00 -0.28938E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.36240E-04    309  0.00000E+00      0.000
     243.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.36478E-04  0.00000E+00 -0.29129E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.36478E-04    311  0.00000E+00      0.000
     244.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.36716E-04  0.00000E+00 -0.29320E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.36716E-04    313  0.00000E+00      0.000
