 ******* Program HYDRUS
 ******* Infiltration and drainage in a large caisson                            
 Date:   1. 1.    Time: ***: 0:**
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
     245.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.36955E-04  0.00000E+00 -0.29510E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.36955E-04    315  0.00000E+00      0.000
     246.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.37193E-04  0.00000E+00 -0.29701E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.37193E-04    317  0.00000E+00      0.000
     247.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.37432E-04  0.00000E+00 -0.29892E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.37432E-04    319  0.00000E+00      0.000
     248.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.37670E-04  0.00000E+00 -0.30083E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.37670E-04    321  0.00000E+00      0.000
     249.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.37909E-04  0.00000E+00 -0.30273E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.37909E-04    323  0.00000E+00      0.000
     250.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.38147E-04  0.00000E+00 -0.30464E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.38147E-04    325  0.00000E+00      0.000
     251.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.38385E-04  0.00000E+00 -0.30655E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.38385E-04    327  0.00000E+00      0.000
     252.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.38624E-04  0.00000E+00 -0.30845E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.38624E-04    329  0.00000E+00      0.000
     253.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.38862E-04  0.00000E+00 -0.31036E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.38862E-04    331  0.00000E+00      0.000
     254.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.39101E-04  0.00000E+00 -0.31227E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.39101E-04    333  0.00000E+00      0.000
     255.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.39339E-04  0.00000E+00 -0.31418E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.39339E-04    335  0.00000E+00      0.000
     256.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.39577E-04  0.00000E+00 -0.31608E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.39577E-04    337  0.00000E+00      0.000
     257.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.39816E-04  0.00000E+00 -0.31799E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.39816E-04    339  0.00000E+00      0.000
     258.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.40054E-04  0.00000E+00 -0.31990E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.40054E-04    341  0.00000E+00      0.000
     259.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.40293E-04  0.00000E+00 -0.32181E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.40293E-04    343  0.00000E+00      0.000
     260.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.40531E-04  0.00000E+00 -0.32371E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.40531E-04    345  0.00000E+00      0.000
     261.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.40770E-04  0.00000E+00 -0.32562E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.40770E-04    347  0.00000E+00      0.000
     262.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.41008E-04  0.00000E+00 -0.32753E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.41008E-04    349  0.00000E+00      0.000
     263.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.41246E-04  0.00000E+00 -0.32944E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.41246E-04    351  0.00000E+00      0.000
     264.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.41485E-04  0.00000E+00 -0.33134E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.41485E-04    353  0.00000E+00      0.000
     265.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.41723E-04  0.00000E+00 -0.33325E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.41723E-04    355  0.00000E+00      0.000
     266.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.41962E-04  0.00000E+00 -0.33516E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.41962E-04    357  0.00000E+00      0.000
     267.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.42200E-04  0.00000E+00 -0.33706E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.42200E-04    359  0.00000E+00      0.000
     268.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.42439E-04  0.00000E+00 -0.33897E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.42439E-04    361  0.00000E+00      0.000
     269.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.42677E-04  0.00000E+00 -0.34088E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.42677E-04    363  0.00000E+00      0.000
     270.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.42915E-04  0.00000E+00 -0.34279E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.42915E-04    365  0.00000E+00      0.000
     271.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.43154E-04  0.00000E+00 -0.34469E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.43154E-04    367  0.00000E+00      0.000
     272.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.43392E-04  0.00000E+00 -0.34660E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.43392E-04    369  0.00000E+00      0.000
     273.0000  0.00000E+00  0.00000E+00  0.23842E-06  0.00000E+00 -0.19073E-06  0.00000E+00  0.00000E+00  0.43631E-04  0.00000E+00 -0.34851E-04 -0.65800E+00  0.00000E+00  0.34200E+00  0.00000E+00  0.00000E+00  0.34210E+00  0.00000E+00  0.43631E-04    371  0.00000E+00      0.000
end
